"word","count","nextWord","phrase"
"of florida",12,"florida","of"
"republicans have",12,"have","republicans"
"is present",12,"present","is"
"but yet",12,"yet","but"
"i'm waiting",12,"waiting","i'm"
"it oh",12,"oh","it"
"only use",12,"use","only"
"even then",12,"then","even"
"a d",12,"d","a"
"counter and",12,"and","counter"
"how his",12,"his","how"
"to germany",12,"germany","to"
"still believe",12,"believe","still"
"god this",12,"this","god"
"and blog",12,"blog","and"
"was offered",12,"offered","was"
"not when",12,"when","not"
"recovered from",12,"from","recovered"
"a rocket",12,"rocket","a"
"room so",12,"so","room"
"joe biden",12,"biden","joe"
"divided into",12,"into","divided"
"think was",12,"was","think"
"the pentagon",12,"pentagon","the"
"the metropolitan",12,"metropolitan","the"
"evidence from",12,"from","evidence"
"the prosecution",12,"prosecution","the"
"the reward",12,"reward","the"
"a trap",12,"trap","a"
"i throw",12,"throw","i"
"along i",12,"i","along"
"like things",12,"things","like"
"music has",12,"has","music"
"heat of",12,"of","heat"
"of murder",12,"murder","of"
"agent in",12,"in","agent"
"still time",12,"time","still"
"composed of",12,"of","composed"
"straight away",12,"away","straight"
"an initial",12,"initial","an"
"written for",12,"for","written"
"balance between",12,"between","balance"
"attorney for",12,"for","attorney"
"the sights",12,"sights","the"
"the collapse",12,"collapse","the"
"note and",12,"and","note"
"challenge i",12,"i","challenge"
"hop on",12,"on","hop"
"teacher in",12,"in","teacher"
"offer you",12,"you","offer"
"children on",12,"on","children"
"along for",12,"for","along"
"more years",12,"years","more"
"friend that",12,"that","friend"
"sooner or",12,"or","sooner"
"a fence",12,"fence","a"
"an essay",12,"essay","an"
"was hot",12,"hot","was"
"and josh",12,"josh","and"
"credited to",12,"to","credited"
"didn't believe",12,"believe","didn't"
"to jail",12,"jail","to"
"of vitamin",12,"vitamin","of"
"other reason",12,"reason","other"
"compliance with",12,"with","compliance"
"tied up",12,"up","tied"
"not win",12,"win","not"
"have forgotten",12,"forgotten","have"
"great with",12,"with","great"
"budget to",12,"to","budget"
"very friendly",12,"friendly","very"
"more questions",12,"questions","more"
"challenge you",12,"you","challenge"
"we've learned",12,"learned","we've"
"communities and",12,"and","communities"
"on was",12,"was","on"
"playing it",12,"it","playing"
"for ways",12,"ways","for"
"while playing",12,"playing","while"
"we're playing",12,"playing","we're"
"recipient of",12,"of","recipient"
"not coming",12,"coming","not"
"time trying",12,"trying","time"
"from many",12,"many","from"
"of birds",12,"birds","of"
"that off",12,"off","that"
"out during",12,"during","out"
"walk down",12,"down","walk"
"how in",12,"in","how"
"driver of",12,"of","driver"
"are sure",12,"sure","are"
"no wait",12,"wait","no"
"me though",12,"though","me"
"require that",12,"that","require"
"scenes in",12,"in","scenes"
"p.m march",12,"march","p.m"
"a marathon",12,"marathon","a"
"but what's",12,"what's","but"
"teddy bear",12,"bear","teddy"
"and easier",12,"easier","and"
"life not",12,"not","life"
"own right",12,"right","own"
"not provide",12,"provide","not"
"region in",12,"in","region"
"little old",12,"old","little"
"but let",12,"let","but"
"a fab",12,"fab","a"
"goal that",12,"that","goal"
"all made",12,"made","all"
"the respect",12,"respect","the"
"leaving for",12,"for","leaving"
"those times",12,"times","those"
"wall to",12,"to","wall"
"doesn't hurt",12,"hurt","doesn't"
"at second",12,"second","at"
"i smile",12,"smile","i"
"the standards",12,"standards","the"
"has finally",12,"finally","has"
"for under",12,"under","for"
"be far",12,"far","be"
"last i",12,"i","last"
"job growth",12,"growth","job"
"having one",12,"one","having"
"if nothing",12,"nothing","if"
"theatre in",12,"in","theatre"
"this then",12,"then","this"
"of emotions",12,"emotions","of"
"lower level",12,"level","lower"
"the flu",12,"flu","the"
"shot the",12,"the","shot"
"relations with",12,"with","relations"
"low key",12,"key","low"
"new or",12,"or","new"
"he shot",12,"shot","he"
"because for",12,"for","because"
"lost control",12,"control","lost"
"then take",12,"take","then"
"make to",12,"to","make"
"half price",12,"price","half"
"a.m on",12,"on","a.m"
"immediately and",12,"and","immediately"
"the votes",12,"votes","the"
"already the",12,"the","already"
"exactly a",12,"a","exactly"
"very slow",12,"slow","very"
"live as",12,"as","live"
"of failure",12,"failure","of"
"have things",12,"things","have"
"finish a",12,"a","finish"
"asking that",12,"that","asking"
"first he",12,"he","first"
"year you",12,"you","year"
"mind on",12,"on","mind"
"credit to",12,"to","credit"
"my nails",12,"nails","my"
"i'll call",12,"call","i'll"
"on foot",12,"foot","on"
"a deadly",12,"deadly","a"
"just percent",12,"percent","just"
"september and",12,"and","september"
"care act",12,"act","care"
"not apply",12,"apply","not"
"for thanksgiving",12,"thanksgiving","for"
"school work",12,"work","school"
"the suggestion",12,"suggestion","the"
"doesn't stop",12,"stop","doesn't"
"friends when",12,"when","friends"
"a soldier",12,"soldier","a"
"a giveaway",12,"giveaway","a"
"song was",12,"was","song"
"the constitutional",12,"constitutional","the"
"got over",12,"over","got"
"further to",12,"to","further"
"call i",12,"i","call"
"collaboration with",12,"with","collaboration"
"yet there's",12,"there's","yet"
"sending a",12,"a","sending"
"very positive",12,"positive","very"
"time between",12,"between","time"
"the remote",12,"remote","the"
"the rush",12,"rush","the"
"step down",12,"down","step"
"not found",12,"found","not"
"the jet",12,"jet","the"
"blog in",12,"in","blog"
"of george",12,"george","of"
"my lack",12,"lack","my"
"don't love",12,"love","don't"
"my shoulders",12,"shoulders","my"
"getting rid",12,"rid","getting"
"a cliff",12,"cliff","a"
"just kind",12,"kind","just"
"said i've",12,"i've","said"
"six to",12,"to","six"
"promote the",12,"the","promote"
"by just",12,"just","by"
"it interesting",12,"interesting","it"
"was half",12,"half","was"
"one spot",12,"spot","one"
"the chargers",12,"chargers","the"
"future is",12,"is","future"
"am with",12,"with","am"
"stories as",12,"as","stories"
"explaining that",12,"that","explaining"
"took their",12,"their","took"
"sit for",12,"for","sit"
"century and",12,"and","century"
"foie gras",12,"gras","foie"
"weeks the",12,"the","weeks"
"push and",12,"and","push"
"and men",12,"men","and"
"work week",12,"week","work"
"movie but",12,"but","movie"
"to grasp",12,"grasp","to"
"organization to",12,"to","organization"
"at million",12,"million","at"
"an environment",12,"environment","an"
"song for",12,"for","song"
"pretty little",12,"little","pretty"
"financial and",12,"and","financial"
"history that",12,"that","history"
"can write",12,"write","can"
"a metaphor",12,"metaphor","a"
"were charged",12,"charged","were"
"county prosecutor's",12,"prosecutor's","county"
"reactions to",12,"to","reactions"
"may we",12,"we","may"
"got at",12,"at","got"
"always seems",12,"seems","always"
"thursday the",12,"the","thursday"
"a bird",12,"bird","a"
"falling apart",12,"apart","falling"
"ago now",12,"now","ago"
"don't put",12,"put","don't"
"rendition of",12,"of","rendition"
"become increasingly",12,"increasingly","become"
"the warmth",12,"warmth","the"
"present for",12,"for","present"
"them had",12,"had","them"
"man whose",12,"whose","man"
"threatened by",12,"by","threatened"
"of paint",12,"paint","of"
"cards that",12,"that","cards"
"fact we",12,"we","fact"
"hours it",12,"it","hours"
"gender and",12,"and","gender"
"in creating",12,"creating","in"
"governing body",12,"body","governing"
"argue with",12,"with","argue"
"road with",12,"with","road"
"offensive line",12,"line","offensive"
"move around",12,"around","move"
"for seconds",12,"seconds","for"
"better by",12,"by","better"
"scott and",12,"and","scott"
"what these",12,"these","what"
"tablespoon of",12,"of","tablespoon"
"age the",12,"the","age"
"a designer",12,"designer","a"
"thinking a",12,"a","thinking"
"the mortgage",12,"mortgage","the"
"lacked the",12,"the","lacked"
"we hadn't",12,"hadn't","we"
"religious and",12,"and","religious"
"of columbia",12,"columbia","of"
"second base",12,"base","second"
"and gifts",12,"gifts","and"
"in movies",12,"movies","in"
"the pants",12,"pants","the"
"an illegal",12,"illegal","an"
"even remember",12,"remember","even"
"to justice",12,"justice","to"
"an advantage",12,"advantage","an"
"was both",12,"both","was"
"the dressing",12,"dressing","the"
"class on",12,"on","class"
"the founder",12,"founder","the"
"god but",12,"but","god"
"are best",12,"best","are"
"costs the",12,"the","costs"
"and attention",12,"attention","and"
"star game",12,"game","star"
"a minority",12,"minority","a"
"be picked",12,"picked","be"
"problem solving",12,"solving","problem"
"a masterpiece",12,"masterpiece","a"
"after year",12,"year","after"
"know these",12,"these","know"
"one said",12,"said","one"
"chief operating",12,"operating","chief"
"operating officer",12,"officer","operating"
"notes the",12,"the","notes"
"mix until",12,"until","mix"
"the destruction",12,"destruction","the"
"less so",12,"so","less"
"ways you",12,"you","ways"
"is serving",12,"serving","is"
"assists in",12,"in","assists"
"the pope",12,"pope","the"
"feet tall",12,"tall","feet"
"ran over",12,"over","ran"
"gift shop",12,"shop","gift"
"wanted him",12,"him","wanted"
"weather the",12,"the","weather"
"the fireplace",12,"fireplace","the"
"this old",12,"old","this"
"a sub",12,"sub","a"
"the rim",12,"rim","the"
"of fans",12,"fans","of"
"break is",12,"is","break"
"deny the",12,"the","deny"
"sky is",12,"is","sky"
"prices have",12,"have","prices"
"right with",12,"with","right"
"justice system",12,"system","justice"
"five months",12,"months","five"
"felt about",12,"about","felt"
"actually did",12,"did","actually"
"been asking",12,"asking","been"
"mine in",12,"in","mine"
"that change",12,"change","that"
"clash of",12,"of","clash"
"are learning",12,"learning","are"
"aid to",12,"to","aid"
"team had",12,"had","team"
"who with",12,"with","who"
"your goal",12,"goal","your"
"a council",12,"council","a"
"school a",12,"a","school"
"longer have",12,"have","longer"
"are necessary",12,"necessary","are"
"maintaining the",12,"the","maintaining"
"looking down",12,"down","looking"
"alone with",12,"with","alone"
"and gone",12,"gone","and"
"choices in",12,"in","choices"
"give myself",12,"myself","give"
"told myself",12,"myself","told"
"announced in",12,"in","announced"
"was deemed",12,"deemed","was"
"been struggling",12,"struggling","been"
"my living",12,"living","my"
"to function",12,"function","to"
"it another",12,"another","it"
"ago so",12,"so","ago"
"actually was",12,"was","actually"
"crimes and",12,"and","crimes"
"helped us",12,"us","helped"
"great big",12,"big","great"
"conflict of",12,"of","conflict"
"finished product",12,"product","finished"
"begins the",12,"the","begins"
"cost effective",12,"effective","cost"
"am off",12,"off","am"
"and affordable",12,"affordable","and"
"week because",12,"because","week"
"contracts and",12,"and","contracts"
"time i'll",12,"i'll","time"
"with anything",12,"anything","with"
"chapter in",12,"in","chapter"
"lie in",12,"in","lie"
"for too",12,"too","for"
"yard and",12,"and","yard"
"even just",12,"just","even"
"state board",12,"board","state"
"on black",12,"black","on"
"just see",12,"see","just"
"departure from",12,"from","departure"
"can wear",12,"wear","can"
"spotted a",12,"a","spotted"
"not ever",12,"ever","not"
"great if",12,"if","great"
"a jury",12,"jury","a"
"already are",12,"are","already"
"p.m thursday",12,"thursday","p.m"
"we definitely",12,"definitely","we"
"the creator",12,"creator","the"
"experience this",12,"this","experience"
"pieces are",12,"are","pieces"
"county prosecutor",12,"prosecutor","county"
"an outstanding",12,"outstanding","an"
"the crack",12,"crack","the"
"obviously not",12,"not","obviously"
"become part",12,"part","become"
"get stuck",12,"stuck","get"
"really got",12,"got","really"
"duty and",12,"and","duty"
"his performance",12,"performance","his"
"by us",12,"us","by"
"judging by",12,"by","judging"
"still make",12,"make","still"
"people live",12,"live","people"
"with open",12,"open","with"
"deciding to",12,"to","deciding"
"away my",12,"my","away"
"looked as",12,"as","looked"
"coming year",12,"year","coming"
"is focused",12,"focused","is"
"and sustainable",12,"sustainable","and"
"is shown",12,"shown","is"
"a brother",12,"brother","a"
"congressional districts",12,"districts","congressional"
"to cleveland",12,"cleveland","to"
"no he",12,"he","no"
"laptop and",12,"and","laptop"
"be sick",12,"sick","be"
"asks me",12,"me","asks"
"my relationship",12,"relationship","my"
"that occurred",12,"occurred","that"
"a tea",12,"tea","a"
"computers and",12,"and","computers"
"options that",12,"that","options"
"leadership in",12,"in","leadership"
"the mercy",12,"mercy","the"
"almost never",12,"never","almost"
"first impression",12,"impression","first"
"until today",12,"today","until"
"bad enough",12,"enough","bad"
"restaurants in",12,"in","restaurants"
"anticipation of",12,"of","anticipation"
"paris and",12,"and","paris"
"tools to",12,"to","tools"
"you receive",12,"receive","you"
"the masses",12,"masses","the"
"beers in",12,"in","beers"
"only five",12,"five","only"
"had actually",12,"actually","had"
"knock on",12,"on","knock"
"the method",12,"method","the"
"commission and",12,"and","commission"
"time spent",12,"spent","time"
"social services",12,"services","social"
"state which",12,"which","state"
"of full",12,"full","of"
"always going",12,"going","always"
"and daniel",12,"daniel","and"
"potatoes are",12,"are","potatoes"
"of intense",12,"intense","of"
"the feet",12,"feet","the"
"family she",12,"she","family"
"brands and",12,"and","brands"
"oversee the",12,"the","oversee"
"did just",12,"just","did"
"the drink",12,"drink","the"
"shame on",12,"on","shame"
"was crying",12,"crying","was"
"our nation",12,"nation","our"
"the publishing",12,"publishing","the"
"visiting my",12,"my","visiting"
"isn't really",12,"really","isn't"
"got done",12,"done","got"
"well or",12,"or","well"
"the pick",12,"pick","the"
"message and",12,"and","message"
"votes in",12,"in","votes"
"to contend",12,"contend","to"
"results from",12,"from","results"
"feel is",12,"is","feel"
"your health",12,"health","your"
"of construction",12,"construction","of"
"brother of",12,"of","brother"
"meat is",12,"is","meat"
"are similar",12,"similar","are"
"mercy and",12,"and","mercy"
"the draw",12,"draw","the"
"really going",12,"going","really"
"headquarters in",12,"in","headquarters"
"an action",12,"action","an"
"the variety",12,"variety","the"
"decide the",12,"the","decide"
"cool for",12,"for","cool"
"a portfolio",12,"portfolio","a"
"mind in",12,"in","mind"
"stood there",12,"there","stood"
"gets it",12,"it","gets"
"jews and",12,"and","jews"
"exhausted and",12,"and","exhausted"
"new contract",12,"contract","new"
"six games",12,"games","six"
"tax cuts",12,"cuts","tax"
"race for",12,"for","race"
"to aid",12,"aid","to"
"was cold",12,"cold","was"
"jump into",12,"into","jump"
"has several",12,"several","has"
"third straight",12,"straight","third"
"census bureau",12,"bureau","census"
"be performed",12,"performed","be"
"owned a",12,"a","owned"
"education for",12,"for","education"
"setting for",12,"for","setting"
"mark in",12,"in","mark"
"children that",12,"that","children"
"losing my",12,"my","losing"
"his fourth",12,"fourth","his"
"and pain",12,"pain","and"
"ball at",12,"at","ball"
"sometime soon",12,"soon","sometime"
"easter sunday",12,"sunday","easter"
"of grass",12,"grass","of"
"whether there",12,"there","whether"
"dangerous and",12,"and","dangerous"
"could barely",12,"barely","could"
"things which",12,"which","things"
"and jesus",12,"jesus","and"
"thought maybe",12,"maybe","thought"
"over when",12,"when","over"
"yet a",12,"a","yet"
"you've read",12,"read","you've"
"in athens",12,"athens","in"
"should still",12,"still","should"
"who used",12,"used","who"
"not completely",12,"completely","not"
"seasons in",12,"in","seasons"
"in government",12,"government","in"
"people no",12,"no","people"
"in essence",12,"essence","in"
"have finished",12,"finished","have"
"nice that",12,"that","nice"
"help your",12,"your","help"
"opportunities and",12,"and","opportunities"
"the salary",12,"salary","the"
"effort in",12,"in","effort"
"was presented",12,"presented","was"
"other companies",12,"companies","other"
"process in",12,"in","process"
"room on",12,"on","room"
"push it",12,"it","push"
"and recently",12,"recently","and"
"we run",12,"run","we"
"finally here",12,"here","finally"
"skillet over",12,"over","skillet"
"and pop",12,"pop","and"
"to reality",12,"reality","to"
"really isn't",12,"isn't","really"
"hour before",12,"before","hour"
"and modern",12,"modern","and"
"the thoughts",12,"thoughts","the"
"a prison",12,"prison","a"
"home mom",12,"mom","home"
"him while",12,"while","him"
"me every",12,"every","me"
"teacher who",12,"who","teacher"
"all students",12,"students","all"
"competition in",12,"in","competition"
"to tears",12,"tears","to"
"their products",12,"products","their"
"the balls",12,"balls","the"
"violent crime",12,"crime","violent"
"of adding",12,"adding","of"
"the cave",12,"cave","the"
"we'd have",12,"have","we'd"
"frequency of",12,"of","frequency"
"wednesday evening",12,"evening","wednesday"
"unless it",12,"it","unless"
"woman of",12,"of","woman"
"ride and",12,"and","ride"
"by nature",12,"nature","by"
"a preview",12,"preview","a"
"that keep",12,"keep","that"
"photos with",12,"with","photos"
"center will",12,"will","center"
"make such",12,"such","make"
"that caused",12,"caused","that"
"the elevator",12,"elevator","the"
"happy when",12,"when","happy"
"fall apart",12,"apart","fall"
"herself a",12,"a","herself"
"destination for",12,"for","destination"
"the nomination",12,"nomination","the"
"these three",12,"three","these"
"riding the",12,"the","riding"
"states is",12,"is","states"
"gift i",12,"i","gift"
"somewhere along",12,"along","somewhere"
"suit and",12,"and","suit"
"review and",12,"and","review"
"but until",12,"until","but"
"are constantly",12,"constantly","are"
"argument for",12,"for","argument"
"nothing at",12,"at","nothing"
"it uses",12,"uses","it"
"look down",12,"down","look"
"big news",12,"news","big"
"has scored",12,"scored","has"
"humane society",12,"society","humane"
"note this",12,"this","note"
"wishes for",12,"for","wishes"
"an island",12,"island","an"
"all went",12,"went","all"
"to ponder",12,"ponder","to"
"who then",12,"then","who"
"mix in",12,"in","mix"
"renewable energy",12,"energy","renewable"
"street the",12,"the","street"
"the strings",12,"strings","the"
"practice the",12,"the","practice"
"to women",12,"women","to"
"with men",12,"men","with"
"romney said",12,"said","romney"
"get myself",12,"myself","get"
"department said",12,"said","department"
"the random",12,"random","the"
"court the",12,"the","court"
"arguably the",12,"the","arguably"
"for friends",12,"friends","for"
"in football",12,"football","in"
"with words",12,"words","with"
"and democrats",12,"democrats","and"
"people come",12,"come","people"
"treat them",12,"them","treat"
"young children",12,"children","young"
"bed of",12,"of","bed"
"of wild",12,"wild","of"
"woman with",12,"with","woman"
"days you",12,"you","days"
"anyway but",12,"but","anyway"
"far but",12,"but","far"
"the helm",12,"helm","the"
"they hold",12,"hold","they"
"high energy",12,"energy","high"
"discussions with",12,"with","discussions"
"red light",12,"light","red"
"york ap",12,"ap","york"
"hedge fund",12,"fund","hedge"
"and ride",12,"ride","and"
"door with",12,"with","door"
"but overall",12,"overall","but"
"parties to",12,"to","parties"
"top in",12,"in","top"
"a collective",12,"collective","a"
"simple things",12,"things","simple"
"girls to",12,"to","girls"
"to cooperate",12,"cooperate","to"
"during those",12,"those","during"
"to arizona",12,"arizona","to"
"advocacy group",12,"group","advocacy"
"periods of",12,"of","periods"
"very limited",12,"limited","very"
"if he'd",12,"he'd","if"
"tests and",12,"and","tests"
"bill was",12,"was","bill"
"favorite book",12,"book","favorite"
"dish and",12,"and","dish"
"smelled like",12,"like","smelled"
"matter in",12,"in","matter"
"was obvious",12,"obvious","was"
"writer in",12,"in","writer"
"bring us",12,"us","bring"
"other forms",12,"forms","other"
"pledge to",12,"to","pledge"
"reminder that",12,"that","reminder"
"artist who",12,"who","artist"
"the severity",12,"severity","the"
"pulling the",12,"the","pulling"
"cases and",12,"and","cases"
"the print",12,"print","the"
"designers and",12,"and","designers"
"knowing i",12,"i","knowing"
"in minneapolis",12,"minneapolis","in"
"and plays",12,"plays","and"
"for general",12,"general","for"
"of shooting",12,"shooting","of"
"purpose in",12,"in","purpose"
"children can",12,"can","children"
"its ability",12,"ability","its"
"this works",12,"works","this"
"readily available",12,"available","readily"
"calls a",12,"a","calls"
"general's office",12,"office","general's"
"an ordinary",12,"ordinary","an"
"two counts",12,"counts","two"
"committee on",12,"on","committee"
"read for",12,"for","read"
"one being",12,"being","one"
"religion is",12,"is","religion"
"is pushing",12,"pushing","is"
"low in",12,"in","low"
"etc in",12,"in","etc"
"commented on",12,"on","commented"
"allow him",12,"him","allow"
"close by",12,"by","close"
"absolute best",12,"best","absolute"
"pressure from",12,"from","pressure"
"offense and",12,"and","offense"
"don't pay",12,"pay","don't"
"case western",12,"western","case"
"implications for",12,"for","implications"
"home made",12,"made","home"
"administration of",12,"of","administration"
"go before",12,"before","go"
"the shade",12,"shade","the"
"county in",12,"in","county"
"nearly half",12,"half","nearly"
"these types",12,"types","these"
"that showed",12,"showed","that"
"one knows",12,"knows","one"
"coconut milk",12,"milk","coconut"
"apple is",12,"is","apple"
"just seemed",12,"seemed","just"
"aren't they",12,"they","aren't"
"hot sauce",12,"sauce","hot"
"tough and",12,"and","tough"
"more confident",12,"confident","more"
"the confidence",12,"confidence","the"
"virtue of",12,"of","virtue"
"expectations of",12,"of","expectations"
"winners will",12,"will","winners"
"grade school",12,"school","grade"
"times he",12,"he","times"
"sneak peek",12,"peek","sneak"
"and lunch",12,"lunch","and"
"isn't to",12,"to","isn't"
"expectations and",12,"and","expectations"
"she starts",12,"starts","she"
"the womb",12,"womb","the"
"to compensate",12,"compensate","to"
"sums up",12,"up","sums"
"that requires",12,"requires","that"
"quickly i",12,"i","quickly"
"request a",12,"a","request"
"were surprised",12,"surprised","were"
"temperature and",12,"and","temperature"
"dinner we",12,"we","dinner"
"him no",12,"no","him"
"and talks",12,"talks","and"
"chose a",12,"a","chose"
"with full",12,"full","with"
"and painted",12,"painted","and"
"from until",12,"until","from"
"until his",12,"his","until"
"spot where",12,"where","spot"
"one set",12,"set","one"
"australia and",12,"and","australia"
"in something",12,"something","in"
"being given",12,"given","being"
"special forces",12,"forces","special"
"the harvest",12,"harvest","the"
"end but",12,"but","end"
"the pump",12,"pump","the"
"organization is",12,"is","organization"
"and oil",12,"oil","and"
"be ignored",12,"ignored","be"
"crowd and",12,"and","crowd"
"things together",12,"together","things"
"dominated the",12,"the","dominated"
"parade of",12,"of","parade"
"the pillow",12,"pillow","the"
"but much",12,"much","but"
"an overwhelming",12,"overwhelming","an"
"counting on",12,"on","counting"
"be forgiven",12,"forgiven","be"
"eight of",12,"of","eight"
"sell it",12,"it","sell"
"it provides",12,"provides","it"
"garage and",12,"and","garage"
"different but",12,"but","different"
"is sold",12,"sold","is"
"step into",12,"into","step"
"they walked",12,"walked","they"
"truth the",12,"the","truth"
"the kindle",12,"kindle","the"
"everything has",12,"has","everything"
"let everyone",12,"everyone","let"
"after hearing",12,"hearing","after"
"fashion and",12,"and","fashion"
"only was",12,"was","only"
"we realize",12,"realize","we"
"wide eyed",12,"eyed","wide"
"this play",12,"play","this"
"government which",12,"which","government"
"put an",12,"an","put"
"honey and",12,"and","honey"
"more aggressive",12,"aggressive","more"
"to u.s",12,"u.s","to"
"fine arts",12,"arts","fine"
"kids do",12,"do","kids"
"sites and",12,"and","sites"
"price the",12,"the","price"
"we shouldn't",12,"shouldn't","we"
"of future",12,"future","of"
"was pleased",12,"pleased","was"
"not given",12,"given","not"
"being of",12,"of","being"
"of african",12,"african","of"
"of encouragement",12,"encouragement","of"
"miles north",12,"north","miles"
"hadn't seen",12,"seen","hadn't"
"how their",12,"their","how"
"steering wheel",12,"wheel","steering"
"distance of",12,"of","distance"
"the immigration",12,"immigration","the"
"have run",12,"run","have"
"weather service",12,"service","weather"
"and tears",12,"tears","and"
"put off",12,"off","put"
"are eligible",12,"eligible","are"
"of products",12,"products","of"
"a flood",12,"flood","a"
"building with",12,"with","building"
"always i",12,"i","always"
"as too",12,"too","as"
"apartment on",12,"on","apartment"
"a frequent",12,"frequent","a"
"to war",12,"war","to"
"been built",12,"built","been"
"price is",12,"is","price"
"of feet",12,"feet","of"
"the relative",12,"relative","the"
"begins at",12,"at","begins"
"pretty and",12,"and","pretty"
"summed up",12,"up","summed"
"only ever",12,"ever","only"
"in training",12,"training","in"
"the pantry",12,"pantry","the"
"civil unions",12,"unions","civil"
"football and",12,"and","football"
"a distinct",12,"distinct","a"
"i'll admit",12,"admit","i'll"
"it's another",12,"another","it's"
"you've probably",12,"probably","you've"
"arms around",12,"around","arms"
"pie crust",12,"crust","pie"
"turned down",12,"down","turned"
"relatives and",12,"and","relatives"
"all were",12,"were","all"
"a staff",12,"staff","a"
"mississippi river",12,"river","mississippi"
"for national",12,"national","for"
"top two",12,"two","top"
"comes at",12,"at","comes"
"night they",12,"they","night"
"vacation in",12,"in","vacation"
"per serving",12,"serving","per"
"so we've",12,"we've","so"
"and signed",12,"signed","and"
"said david",12,"david","said"
"was initially",12,"initially","was"
"his wife's",12,"wife's","his"
"enforcement agencies",12,"agencies","enforcement"
"market to",12,"to","market"
"the expectation",12,"expectation","the"
"dozen or",12,"or","dozen"
"markets and",12,"and","markets"
"the driver's",12,"driver's","the"
"of putting",12,"putting","of"
"first major",12,"major","first"
"the closing",12,"closing","the"
"to refer",12,"refer","to"
"also worked",12,"worked","also"
"resemblance to",12,"to","resemblance"
"identity of",12,"of","identity"
"texas and",12,"and","texas"
"how one",12,"one","how"
"takes her",12,"her","takes"
"dedication to",12,"to","dedication"
"and fewer",12,"fewer","and"
"state senate",12,"senate","state"
"his return",12,"return","his"
"from san",12,"san","from"
"and freeze",12,"freeze","and"
"shortage of",12,"of","shortage"
"the verdict",12,"verdict","the"
"said those",12,"those","said"
"volunteered to",12,"to","volunteered"
"st at",12,"at","st"
"arts center",12,"center","arts"
"him all",12,"all","him"
"the commerce",12,"commerce","the"
"common and",12,"and","common"
"said rep",12,"rep","said"
"the bonds",12,"bonds","the"
"needs the",12,"the","needs"
"us she",12,"she","us"
"move a",12,"a","move"
"year because",12,"because","year"
"police arrested",12,"arrested","police"
"country a",12,"a","country"
"benefits for",12,"for","benefits"
"border and",12,"and","border"
"a forum",12,"forum","a"
"film with",12,"with","film"
"investigation of",12,"of","investigation"
"concerns that",12,"that","concerns"
"month later",12,"later","month"
"reason he",12,"he","reason"
"their two",12,"two","their"
"where her",12,"her","where"
"including two",12,"two","including"
"august the",12,"the","august"
"cross between",12,"between","cross"
"have joined",12,"joined","have"
"garnish with",12,"with","garnish"
"with green",12,"green","with"
"reliance on",12,"on","reliance"
"maricopa county",12,"county","maricopa"
"in bringing",12,"bringing","in"
"some level",12,"level","some"
"his blood",12,"blood","his"
"than at",12,"at","than"
"and saute",12,"saute","and"
"the privilege",12,"privilege","the"
"and shows",12,"shows","and"
"stepped up",12,"up","stepped"
"leaving behind",12,"behind","leaving"
"departure of",12,"of","departure"
"job the",12,"the","job"
"working conditions",12,"conditions","working"
"1960s and",12,"and","1960s"
"and telling",12,"telling","and"
"rutgers university",12,"university","rutgers"
"characteristics of",12,"of","characteristics"
"he cannot",12,"cannot","he"
"flat and",12,"and","flat"
"the busy",12,"busy","the"
"pain to",12,"to","pain"
"state should",12,"should","state"
"websites and",12,"and","websites"
"immersed in",12,"in","immersed"
"turn a",12,"a","turn"
"a replacement",12,"replacement","a"
"a vibrant",12,"vibrant","a"
"that we'd",12,"we'd","that"
"she takes",12,"takes","she"
"a chinese",12,"chinese","a"
"her left",12,"left","her"
"summer but",12,"but","summer"
"high points",12,"points","high"
"her bed",12,"bed","her"
"cook and",12,"and","cook"
"of independence",12,"independence","of"
"was covered",12,"covered","was"
"circle and",12,"and","circle"
"children ages",12,"ages","children"
"before making",12,"making","before"
"city police",12,"police","city"
"of letting",12,"letting","of"
"per week",12,"week","per"
"patch of",12,"of","patch"
"he led",12,"led","he"
"campaign in",12,"in","campaign"
"bus and",12,"and","bus"
"the iranian",12,"iranian","the"
"who must",12,"must","who"
"ingredients are",12,"are","ingredients"
"first month",12,"month","first"
"are tough",12,"tough","are"
"point a",12,"a","point"
"a border",12,"border","a"
"her neck",12,"neck","her"
"cash to",12,"to","cash"
"child was",12,"was","child"
"playing field",12,"field","playing"
"cut for",12,"for","cut"
"the waters",12,"waters","the"
"to navigate",12,"navigate","to"
"senior citizens",12,"citizens","senior"
"walked up",12,"up","walked"
"americans and",12,"and","americans"
"early the",12,"the","early"
"football field",12,"field","football"
"pieces that",12,"that","pieces"
"had everything",12,"everything","had"
"after leaving",12,"leaving","after"
"distributed to",12,"to","distributed"
"years my",12,"my","years"
"base in",12,"in","base"
"themselves at",12,"at","themselves"
"stadium and",12,"and","stadium"
"and restaurant",12,"restaurant","and"
"made available",12,"available","made"
"attorney general's",12,"general's","attorney"
"the radar",12,"radar","the"
"six month",12,"month","six"
"a shelf",12,"shelf","a"
"presents a",12,"a","presents"
"excerpts from",12,"from","excerpts"
"brings to",12,"to","brings"
"and equipment",12,"equipment","and"
"in states",12,"states","in"
"school as",12,"as","school"
"firefighters and",12,"and","firefighters"
"other areas",12,"areas","other"
"the audit",12,"audit","the"
"food chain",12,"chain","food"
