"word","count","nextWord","phrase"
"even in the midst of",7,"of","even in the midst"
"but for the most part",7,"part","but for the most"
"for the most part i",7,"i","for the most part"
"i am so excited to",7,"to","i am so excited"
"a few days ago i",7,"i","a few days ago"
"the fact of the matter",7,"matter","the fact of the"
"here are some of the",7,"the","here are some of"
"it turned out to be",7,"be","it turned out to"
"decided it was time to",7,"to","decided it was time"
"have to admit that i",7,"i","have to admit that"
"for a long time and",7,"and","for a long time"
"for a couple of days",7,"days","for a couple of"
"thought it would be a",7,"a","thought it would be"
"is supposed to be a",7,"a","is supposed to be"
"for as long as i",7,"i","for as long as"
"in the direction of the",7,"the","in the direction of"
"the popular sports in italy",7,"italy","the popular sports in"
"this was going to be",6,"be","this was going to"
"thank you for the #ff",6,"#ff","thank you for the"
"i wouldn't be surprised if",6,"if","i wouldn't be surprised"
"what it's like to be",6,"be","what it's like to"
"in the market for a",6,"a","in the market for"
"hope everyone had a great",6,"great","hope everyone had a"
"i the only one who",6,"who","i the only one"
"over the past three years",6,"years","over the past three"
"one of my favorite places",6,"places","one of my favorite"
"that awkward moment when your",6,"your","that awkward moment when"
"today is going to be",6,"be","today is going to"
"when was the last time",6,"time","when was the last"
"is right around the corner",6,"corner","is right around the"
"get out of the house",6,"house","get out of the"
"the first time this season",6,"season","the first time this"
"with a little bit of",6,"of","with a little bit"
"i'm going to try to",6,"to","i'm going to try"
"you and this is crazy",6,"crazy","you and this is"
"and this is crazy but",6,"but","and this is crazy"
"you're going to have to",6,"to","you're going to have"
"right in the middle of",6,"of","right in the middle"
"up in the middle of",6,"of","up in the middle"
"what do you do to",6,"to","what do you do"
"trying to figure out how",6,"how","trying to figure out"
"for about minutes or until",6,"until","for about minutes or"
"across the street from the",6,"the","across the street from"
"at the top of his",6,"his","at the top of"
"the bottom of the pan",6,"pan","the bottom of the"
"it will be interesting to",6,"to","it will be interesting"
"will be interesting to see",6,"see","will be interesting to"
"and can't wait to see",6,"see","and can't wait to"
"just a few of the",6,"the","just a few of"
"the current state of the",6,"the","the current state of"
"you have a great day",6,"day","you have a great"
"keep up the great work",6,"work","keep up the great"
"the will of the people",6,"people","the will of the"
"the start of the season",6,"season","the start of the"
"keep up the good work",6,"work","keep up the good"
"for following me on twitter",6,"twitter","for following me on"
"me know if you have",6,"have","me know if you"
"i don't have to worry",6,"worry","i don't have to"
"at some point in the",6,"the","at some point in"
"a lot of time and",6,"and","a lot of time"
"thoughts and prayers go out",6,"out","thoughts and prayers go"
"and prayers go out to",6,"to","and prayers go out"
"to figure out what to",6,"to","to figure out what"
"figure out what to do",6,"do","figure out what to"
"you are looking for a",6,"a","you are looking for"
"will take place from p.m",6,"p.m","will take place from"
"i really want to go",6,"go","i really want to"
"it would be interesting to",6,"to","it would be interesting"
"i have to remind myself",6,"myself","i have to remind"
"the securities and exchange commission",6,"commission","the securities and exchange"
"look forward to your tweets",6,"tweets","look forward to your"
"there's been a lot of",6,"of","there's been a lot"
"lot of work to do",6,"do","lot of work to"
"over the next three years",6,"years","over the next three"
"it was so great to",6,"to","it was so great"
"there's no such thing as",6,"as","there's no such thing"
"we love you kylie we",6,"we","we love you kylie"
"love you kylie we love",6,"love","love you kylie we"
"you kylie we love you",6,"you","you kylie we love"
"kylie we love you kylie",6,"kylie","kylie we love you"
"i have no problem with",6,"with","i have no problem"
"of new york and new",6,"new","of new york and"
"according to a report by",6,"by","according to a report"
"and at the end of",6,"of","and at the end"
"to be one of my",6,"my","to be one of"
"i was going to go",6,"go","i was going to"
"i would like to be",6,"be","i would like to"
"and i was able to",6,"to","and i was able"
"want to go back to",6,"to","want to go back"
"told the associated press that",6,"that","told the associated press"
"to learn more about the",6,"the","to learn more about"
"i had a great time",6,"time","i had a great"
"make it a point to",6,"to","make it a point"
"i can't wait to go",6,"go","i can't wait to"
"spends a lot of time",6,"time","spends a lot of"
"with the help of the",6,"the","with the help of"
"hundreds of millions of dollars",6,"dollars","hundreds of millions of"
"there was no sign of",6,"of","there was no sign"
"looking forward to working with",6,"with","looking forward to working"
"i had to go to",6,"to","i had to go"
"and he was able to",6,"to","and he was able"
"the best way to make",6,"make","the best way to"
"am looking forward to the",6,"the","am looking forward to"
"i didn't know how to",6,"to","i didn't know how"
"fell in love with the",6,"the","fell in love with"
"i want to go to",6,"to","i want to go"
"but i didn't want to",6,"to","but i didn't want"
"going on in my life",6,"life","going on in my"
"at this time of year",6,"year","at this time of"
"had a great time at",6,"at","had a great time"
"just in time for the",6,"the","just in time for"
"again and again and again",6,"again","again and again and"
"in the parking lot of",6,"of","in the parking lot"
"trying to keep up with",6,"with","trying to keep up"
"over the past few years",6,"years","over the past few"
"i don't know what is",6,"is","i don't know what"
"is one of the first",6,"first","is one of the"
"is going to be the",6,"the","is going to be"
"thank you very much for",6,"for","thank you very much"
"the first time in the",6,"the","the first time in"
"i was the only one",6,"one","i was the only"
"i can honestly say that",6,"that","i can honestly say"
"you don't want to be",6,"be","you don't want to"
"how are you going to",6,"to","how are you going"
"birthday to one of the",6,"the","birthday to one of"
"what am i going to",6,"to","what am i going"
"in the living room and",6,"and","in the living room"
"end of the day i",6,"i","end of the day"
"hope you had a good",6,"good","hope you had a"
"i don't like it when",6,"when","i don't like it"
"if i do say so",6,"so","if i do say"
"i do say so myself",6,"myself","i do say so"
"i just want to go",6,"go","i just want to"
"it's not too late to",6,"to","it's not too late"
"to the back of the",6,"the","to the back of"
"i love the fact that",6,"that","i love the fact"
"can't wait to get my",6,"my","can't wait to get"
"what would you like to",6,"to","what would you like"
"don't know if this is",6,"is","don't know if this"
"one way or the other",6,"other","one way or the"
"you have any questions about",6,"about","you have any questions"
"is going to have to",6,"to","is going to have"
"way to start the day",6,"day","way to start the"
"day in the life of",6,"of","day in the life"
"don't forget to check out",6,"out","don't forget to check"
"you are going to be",6,"be","you are going to"
"a lot to do with",6,"with","a lot to do"
"the fact that it is",6,"is","the fact that it"
"going to be a good",6,"good","going to be a"
"i want to be able",6,"able","i want to be"
"for the second time in",6,"in","for the second time"
"g protein g fiber mg",6,"mg","g protein g fiber"
"protein g fiber mg sodium",6,"sodium","protein g fiber mg"
"have had the opportunity to",6,"to","have had the opportunity"
"on the other hand the",6,"the","on the other hand"
"but i don't think it's",6,"it's","but i don't think"
"i don't want to get",6,"get","i don't want to"
"all i can say is",6,"is","all i can say"
"a step in the right",6,"right","a step in the"
"i want it to be",6,"be","i want it to"
"and you'll be able to",6,"to","and you'll be able"
"what do you do when",6,"when","what do you do"
"move on to the next",6,"next","move on to the"
"the most important part of",6,"of","the most important part"
"i don't think you can",6,"can","i don't think you"
"people familiar with the matter",6,"matter","people familiar with the"
"former house speaker newt gingrich",6,"gingrich","former house speaker newt"
"for to minutes or until",6,"until","for to minutes or"
"it's a good idea to",6,"to","it's a good idea"
"in a letter to the",6,"the","in a letter to"
"for the better part of",6,"of","for the better part"
"free and open to the",6,"the","free and open to"
"and open to the public",6,"public","and open to the"
"i am going to make",6,"make","i am going to"
"in the past few weeks",6,"weeks","in the past few"
"to make the best of",6,"of","to make the best"
"enjoy it as much as",6,"as","enjoy it as much"
"to fall in love with",6,"with","to fall in love"
"all i know is that",6,"that","all i know is"
"all i have to say",6,"say","all i have to"
"to get my hands on",6,"on","to get my hands"
"from time to time and",6,"and","from time to time"
"can't wait to see it",6,"it","can't wait to see"
"for a couple of hours",6,"hours","for a couple of"
"you know how it goes",6,"goes","you know how it"
"the past couple of years",6,"years","the past couple of"
"i feel like i can",6,"can","i feel like i"
"said i was going to",6,"to","said i was going"
"for disease control and prevention",6,"prevention","for disease control and"
"i don't know if it's",6,"it's","i don't know if"
"i know that it is",6,"is","i know that it"
"thanks for the follow and",6,"and","thanks for the follow"
"and we had a great",6,"great","and we had a"
"don't know if i can",6,"can","don't know if i"
"have something to do with",6,"with","have something to do"
"going to be in the",6,"the","going to be in"
"at the same time and",6,"and","at the same time"
"the same period a year",6,"year","the same period a"
"it's a good way to",6,"to","it's a good way"
"i don't know how i",6,"i","i don't know how"
"it all comes down to",6,"to","it all comes down"
"going to have to do",6,"do","going to have to"
"for a long time i",6,"i","for a long time"
"at the side of the",6,"the","at the side of"
"said at a news conference",6,"conference","said at a news"
"the united states at the",6,"the","the united states at"
"on our way to the",6,"the","on our way to"
"where the wild things are",6,"are","where the wild things"
"all the way back to",6,"to","all the way back"
"to give it a try",6,"try","to give it a"
"i had a couple of",6,"of","i had a couple"
"on my to do list",6,"list","on my to do"
"if you're looking for a",6,"a","if you're looking for"
"get in the way of",6,"of","get in the way"
"in the middle of nowhere",6,"nowhere","in the middle of"
"have to go to the",6,"the","have to go to"
"i would be happy to",6,"to","i would be happy"
"i need to work on",6,"on","i need to work"
"the first time since the",6,"the","the first time since"
"if you are in the",6,"the","if you are in"
"know what i'm talking about",6,"about","know what i'm talking"
"the back of my head",6,"head","the back of my"
"it has to do with",6,"with","it has to do"
"a little more than a",6,"a","a little more than"
"at the front of the",6,"the","at the front of"
"is the first time i've",6,"i've","is the first time"
"is one of the reasons",6,"reasons","is one of the"
"fa fa fa fa fa",6,"fa","fa fa fa fa"
"it would be great if",6,"if","it would be great"
"please please please please please",6,"please","please please please please"
"the bottom line is that",6,"that","the bottom line is"
"near the end of the",6,"the","near the end of"
"it was meant to be",6,"be","it was meant to"
"one of the reasons why",6,"why","one of the reasons"
"the tip of the iceberg",6,"iceberg","the tip of the"
"have a long way to",6,"to","have a long way"
"wanted to let you know",6,"know","wanted to let you"
"it would be nice to",6,"to","it would be nice"
"please let me know if",6,"if","please let me know"
"a year old resident of",6,"of","a year old resident"
"year old resident of the",6,"the","year old resident of"
"i don't want to have",6,"have","i don't want to"
"does not need to be",6,"be","does not need to"
"for the remainder of the",6,"the","for the remainder of"
"will be held at the",6,"the","will be held at"
"the fact that it was",6,"was","the fact that it"
"at one time or another",6,"another","at one time or"
"is also one of the",6,"the","is also one of"
"go so far as to",6,"to","go so far as"
"is a good time to",6,"to","is a good time"
"at the end of last",6,"last","at the end of"
"i would like to thank",6,"thank","i would like to"
"do whatever it takes to",6,"to","do whatever it takes"
"especially when it comes to",6,"to","especially when it comes"
"the parking lot of the",6,"the","the parking lot of"
"on the other hand there",6,"there","on the other hand"
"for those who want to",6,"to","for those who want"
"a thing or two about",6,"about","a thing or two"
"not a big fan of",6,"of","not a big fan"
"between the ages of and",6,"and","between the ages of"
"this is not to say",6,"say","this is not to"
"a few weeks ago i",6,"i","a few weeks ago"
"also a member of the",6,"the","also a member of"
"be able to get the",6,"the","be able to get"
"there has to be a",6,"a","there has to be"
"i knew i was going",6,"going","i knew i was"
"knew i was going to",6,"to","knew i was going"
"was going to have to",6,"to","was going to have"
"in one form or another",6,"another","in one form or"
"so what do you think",6,"think","so what do you"
"love to hear from you",6,"you","love to hear from"
"what it was like to",6,"to","what it was like"
"i am not sure if",6,"if","i am not sure"
"i am not a fan",6,"fan","i am not a"
"turns out to be a",6,"a","turns out to be"
"so i was able to",6,"to","so i was able"
"the other day i was",6,"was","the other day i"
"i was supposed to be",6,"be","i was supposed to"
"i hope you enjoy it",6,"it","i hope you enjoy"
"me to let me know",6,"know","me to let me"
"probably one of the most",6,"most","probably one of the"
"for the very first time",6,"time","for the very first"
"came up with the idea",6,"idea","came up with the"
"a cup of tea and",6,"and","a cup of tea"
"in the case of a",6,"a","in the case of"
"bake at degrees for minutes",6,"minutes","bake at degrees for"
"i thought i would share",6,"share","i thought i would"
"it was a bit of",6,"of","it was a bit"
"i had the opportunity to",6,"to","i had the opportunity"
"the last time i saw",6,"saw","the last time i"
"just to name a few",6,"few","just to name a"
"i wanted to make a",6,"a","i wanted to make"
"the fact that i was",6,"was","the fact that i"
"caprera hotel venice italy and",6,"and","caprera hotel venice italy"
"of the caprera hotel venice",6,"venice","of the caprera hotel"
"one of the reasons i",6,"i","one of the reasons"
"i know what you're thinking",6,"thinking","i know what you're"
"would not be able to",6,"to","would not be able"
"to have the opportunity to",6,"to","to have the opportunity"
"if you are one of",6,"of","if you are one"
"but i do know that",6,"that","but i do know"
"the life of me i",6,"i","the life of me"
"i would also like to",6,"to","i would also like"
"get caught up in the",6,"the","get caught up in"
"to say that i have",6,"have","to say that i"
"may not be able to",6,"to","may not be able"
"to go to the bathroom",6,"bathroom","to go to the"
"to take the time to",6,"to","to take the time"
"been a while since i",6,"i","been a while since"
"a few of my favorite",6,"favorite","a few of my"
"i thought it might be",6,"be","i thought it might"
"i did my best to",6,"to","i did my best"
"accepted and allowed myself to",6,"to","accepted and allowed myself"
"is the first time i",6,"i","is the first time"
"the first time i have",6,"have","the first time i"
"i have never been a",6,"a","i have never been"
"this is what i came",6,"came","this is what i"
"is what i came up",6,"up","is what i came"
"are just some of the",6,"the","are just some of"
"i was sitting on the",6,"the","i was sitting on"
"if you are like me",6,"me","if you are like"
"i was going to be",6,"be","i was going to"
"i won't bore you with",6,"with","i won't bore you"
"it was time to get",6,"get","it was time to"
"so there you have it",6,"it","so there you have"
"i had the privilege of",6,"of","i had the privilege"
"that i would have to",6,"to","that i would have"
"the cardiologist bismarck north dakota",6,"dakota","the cardiologist bismarck north"
"one of my favorite movies",5,"movies","one of my favorite"
"this is a good thing",5,"thing","this is a good"
"i will always love you",5,"you","i will always love"
"i have a year old",5,"old","i have a year"
"i can't believe that i",5,"i","i can't believe that"
"that i am going to",5,"to","that i am going"
"for the next few weeks",5,"weeks","for the next few"
"this is why i love",5,"love","this is why i"
"when you get a chance",5,"chance","when you get a"
"on the last day of",5,"of","on the last day"
"i can give you a",5,"a","i can give you"
"to come up with something",5,"something","to come up with"
"the only one who has",5,"has","the only one who"
"how difficult it is to",5,"to","how difficult it is"
"in the past three years",5,"years","in the past three"
"it has been a long",5,"long","it has been a"
"is a great time to",5,"to","is a great time"
"for the first time it",5,"it","for the first time"
"happy mothers day to all",5,"all","happy mothers day to"
"was the last time you",5,"you","was the last time"
"it remains to be seen",5,"seen","it remains to be"
"could not be reached for",5,"for","could not be reached"
"not be reached for comment",5,"comment","not be reached for"
"i found out that i",5,"i","i found out that"
"in the aftermath of the",5,"the","in the aftermath of"
"i wish i could be",5,"be","i wish i could"
"out of the house and",5,"and","out of the house"
"every step of the way",5,"way","every step of the"
"and i are going to",5,"to","and i are going"
"am i going to do",5,"do","am i going to"
"the ohio department of transportation",5,"transportation","the ohio department of"
"the state department of education",5,"education","the state department of"
"there are going to be",5,"be","there are going to"
"it was so much fun",5,"fun","it was so much"
"for more information about the",5,"the","for more information about"
"i just met you and",5,"and","i just met you"
"just met you and this",5,"this","just met you and"
"met you and this is",5,"is","met you and this"
"going to be a lot",5,"lot","going to be a"
"for your chance to win",5,"win","for your chance to"
"on the cover of the",5,"the","on the cover of"
"during the first three months",5,"months","during the first three"
"a lot of people in",5,"in","a lot of people"
"director of the center for",5,"for","director of the center"
"a large skillet over medium",5,"medium","a large skillet over"
"of the post dispatch contributed",5,"contributed","of the post dispatch"
"what do you want to",5,"to","what do you want"
"about the future of the",5,"the","about the future of"
"was always going to be",5,"be","was always going to"
"will let you know when",5,"when","will let you know"
"bake for minutes or until",5,"until","bake for minutes or"
"would love to see you",5,"you","would love to see"
"the best part of the",5,"the","the best part of"
"tens of millions of dollars",5,"dollars","tens of millions of"
"it was time for a",5,"a","it was time for"
"all in the name of",5,"of","all in the name"
"what do you think is",5,"is","what do you think"
"hope to see you again",5,"again","hope to see you"
"will be able to get",5,"get","will be able to"
"what you want to do",5,"do","what you want to"
"it's the only way to",5,"to","it's the only way"
"seems to me that the",5,"the","seems to me that"
"our thoughts and prayers go",5,"go","our thoughts and prayers"
"worth the price of admission",5,"admission","worth the price of"
"not sure if this is",5,"is","not sure if this"
"but if you want to",5,"to","but if you want"
"when i was years old",5,"old","when i was years"
"there is a big difference",5,"difference","there is a big"
"i don't think i could",5,"could","i don't think i"
"it took me a while",5,"while","it took me a"
"the first time in a",5,"a","the first time in"
"to be a long night",5,"night","to be a long"
"when are you coming to",5,"to","when are you coming"
"have one thing in common",5,"common","have one thing in"
"need to learn how to",5,"to","need to learn how"
"to be able to have",5,"have","to be able to"
"as you can see i",5,"i","as you can see"
"is one of the few",5,"few","is one of the"
"you have to do it",5,"it","you have to do"
"don't want to do it",5,"it","don't want to do"
"i hope to see you",5,"you","i hope to see"
"may the fourth be with",5,"with","may the fourth be"
"the fourth be with you",5,"you","the fourth be with"
"keep an eye on the",5,"the","keep an eye on"
"i love the way you",5,"you","i love the way"
"be a good idea to",5,"to","be a good idea"
"if i told you i",5,"i","if i told you"
"i look forward to the",5,"the","i look forward to"
"a man and a woman",5,"woman","a man and a"
"president and chief executive officer",5,"officer","president and chief executive"
"traffic tweet brought to you",5,"you","traffic tweet brought to"
"tweet brought to you by",5,"by","tweet brought to you"
"brought to you by #tacobell",5,"#tacobell","brought to you by"
"and on top of that",5,"that","and on top of"
"the dow jones industrial average",5,"average","the dow jones industrial"
"the rest of the afternoon",5,"afternoon","the rest of the"
"thank you so much i",5,"i","thank you so much"
"i was one of the",5,"the","i was one of"
"that could be used to",5,"to","that could be used"
"can't wait to see your",5,"your","can't wait to see"
"be one of my favorite",5,"favorite","be one of my"
"today is the first day",5,"day","today is the first"
"forward to working with you",5,"you","forward to working with"
"that was one of the",5,"the","that was one of"
"other side of the world",5,"world","other side of the"
"the back of the bus",5,"bus","the back of the"
"they have a lot of",5,"of","they have a lot"
"thanks to all who came",5,"came","thanks to all who"
"the wee hours of the",5,"the","the wee hours of"
"you would like to see",5,"see","you would like to"
"i knew what i was",5,"was","i knew what i"
"with the exception of the",5,"the","with the exception of"
"i feel the need to",5,"to","i feel the need"
"the new york daily news",5,"news","the new york daily"
"i don't know i don't",5,"don't","i don't know i"
"the best way to do",5,"do","the best way to"
"for the sake of the",5,"the","for the sake of"
"i wonder if i can",5,"can","i wonder if i"
"thanks for following the hilltop",5,"hilltop","thanks for following the"
"for following the hilltop on",5,"on","for following the hilltop"
"following the hilltop on twitter",5,"twitter","following the hilltop on"
"take a hard look at",5,"at","take a hard look"
"the first two games of",5,"of","the first two games"
"what a great way to",5,"to","what a great way"
"i am a big fan",5,"fan","i am a big"
"it's been a long time",5,"time","it's been a long"
"been a long time since",5,"since","been a long time"
"i have always wanted to",5,"to","i have always wanted"
"and the fact that the",5,"the","and the fact that"
"thought it was going to",5,"to","thought it was going"
"thanks for coming out to",5,"to","thanks for coming out"
"for the next two weeks",5,"weeks","for the next two"
"it's a great way to",5,"to","it's a great way"
"know what was going on",5,"on","know what was going"
"the state of new jersey",5,"jersey","the state of new"
"would love to hear what",5,"what","would love to hear"
"for more information or to",5,"to","for more information or"
"more information or to register",5,"register","more information or to"
"what can i say i'm",5,"i'm","what can i say"
"able to keep up with",5,"with","able to keep up"
"is one of those days",5,"days","is one of those"
"a chance to win a",5,"a","a chance to win"
"when i was a child",5,"child","when i was a"
"i like the way you",5,"you","i like the way"
"a great time at the",5,"the","a great time at"
"get the best of me",5,"me","get the best of"
"for the start of the",5,"the","for the start of"
"at the risk of sounding",5,"sounding","at the risk of"
"as far as i'm concerned",5,"concerned","as far as i'm"
"there will also be a",5,"a","there will also be"
"said in a written statement",5,"statement","said in a written"
"happy birthday to one of",5,"of","happy birthday to one"
"to get out there and",5,"and","to get out there"
"that to be the case",5,"case","that to be the"
"i thought i was the",5,"the","i thought i was"
"thought i was the only",5,"only","thought i was the"
"was going to be the",5,"the","was going to be"
"hope to see you all",5,"all","hope to see you"
"fannie mae and freddie mac",5,"mac","fannie mae and freddie"
"s o to my new",5,"new","s o to my"
"o to my new follower",5,"follower","o to my new"
"what did you think of",5,"of","what did you think"
"all you need to do",5,"do","all you need to"
"you need to do is",5,"is","you need to do"
"is there a way to",5,"to","is there a way"
"i hope you all have",5,"have","i hope you all"
"first round of the playoffs",5,"playoffs","first round of the"
"home in the block of",5,"of","home in the block"
"did a good job of",5,"of","did a good job"
"have to find a way",5,"way","have to find a"
"if you are going to",5,"to","if you are going"
"what are some of your",5,"your","what are some of"
"years old at the time",5,"time","years old at the"
"the rest of our lives",5,"lives","the rest of our"
"a good friend of mine",5,"mine","a good friend of"
"to get what you want",5,"want","to get what you"
"the army corps of engineers",5,"engineers","the army corps of"
"if you can do that",5,"that","if you can do"
"far as i can see",5,"see","far as i can"
"to all my new followers",5,"followers","to all my new"
"look in the mirror and",5,"and","look in the mirror"
"a hell of a lot",5,"lot","a hell of a"
"like to say thank you",5,"you","like to say thank"
"of the year by the",5,"the","of the year by"
"don't want to be a",5,"a","don't want to be"
"might not be able to",5,"to","might not be able"
"that you would like to",5,"to","that you would like"
"this is what happens when",5,"when","this is what happens"
"how hard it is to",5,"to","how hard it is"
"may or may not have",5,"have","may or may not"
"i'm not sure if i",5,"i","i'm not sure if"
"died of a heart attack",5,"attack","died of a heart"
"and we don't want to",5,"to","and we don't want"
"a huge thank you to",5,"to","a huge thank you"
"i need to talk to",5,"to","i need to talk"
"on the face of the",5,"the","on the face of"
"miley is beautiful miley is",5,"is","miley is beautiful miley"
"is beautiful miley is beautiful",5,"beautiful","is beautiful miley is"
"in the st louis region",5,"region","in the st louis"
"it is hard to see",5,"see","it is hard to"
"pan over medium high heat",5,"heat","pan over medium high"
"are some of my favorite",5,"favorite","are some of my"
"should have the right to",5,"to","should have the right"
"off to a good start",5,"start","off to a good"
"to go back to the",5,"the","to go back to"
"i hope you are enjoying",5,"enjoying","i hope you are"
"i'm a big fan of",5,"of","i'm a big fan"
"a big fan of the",5,"the","a big fan of"
"on the edge of the",5,"the","on the edge of"
"as a result of a",5,"a","as a result of"
"i have been waiting for",5,"for","i have been waiting"
"i don't know if you",5,"you","i don't know if"
"a matter of fact i",5,"i","a matter of fact"
"was the only one who",5,"who","was the only one"
"honored to be a part",5,"part","honored to be a"
"mi run with nike gps",5,"gps","mi run with nike"
"one step at a time",5,"time","one step at a"
"how much i love you",5,"you","how much i love"
"i hope you are having",5,"having","i hope you are"
"all is said and done",5,"done","all is said and"
"in a court of law",5,"law","in a court of"
"and this is what you",5,"you","and this is what"
"but i can't help but",5,"but","but i can't help"
"the time it takes to",5,"to","the time it takes"
"was lucky enough to see",5,"see","was lucky enough to"
"there are so many more",5,"more","there are so many"
"if you don't want to",5,"to","if you don't want"
"was arrested in the block",5,"block","was arrested in the"
"arrested in the block of",5,"of","arrested in the block"
"on the size of the",5,"the","on the size of"
"to be a lot more",5,"more","to be a lot"
"i can't wait for the",5,"the","i can't wait for"
"no matter how much i",5,"i","no matter how much"
"and i didn't want to",5,"to","and i didn't want"
"to get out of bed",5,"bed","to get out of"
"to do a lot of",5,"of","to do a lot"
"life is too short to",5,"to","life is too short"
"what are some of the",5,"the","what are some of"
"to the front of the",5,"the","to the front of"
"and if you don't have",5,"have","and if you don't"
"don't know what i'd do",5,"do","don't know what i'd"
"if you want to be",5,"be","if you want to"
"to do with my life",5,"life","to do with my"
"she is one of the",5,"the","she is one of"
"and i would like to",5,"to","and i would like"
"if you can get it",5,"it","if you can get"
"let you know how it",5,"it","let you know how"
"thanks to all of you",5,"you","thanks to all of"
"now i am going to",5,"to","now i am going"
"every single one of us",5,"us","every single one of"
"over the next few days",5,"days","over the next few"
"thank you for all your",5,"your","thank you for all"
"near the top of the",5,"the","near the top of"
"the centers for disease control",5,"control","the centers for disease"
"all the way up to",5,"to","all the way up"
"for more than a decade",5,"decade","for more than a"
"they're not going to be",5,"be","they're not going to"
"in love with each other",5,"other","in love with each"
"thanks so much for stopping",5,"stopping","thanks so much for"
"when it came time to",5,"to","when it came time"
"a lot of time to",5,"to","a lot of time"
"is open to the public",5,"public","is open to the"
"the state of the art",5,"art","the state of the"
"i want you to know",5,"know","i want you to"
"to make the world a",5,"a","to make the world"
"this time of the year",5,"year","this time of the"
"university and the university of",5,"of","university and the university"
"more on that in a",5,"a","more on that in"
"this year i decided to",5,"to","this year i decided"
"to get out of this",5,"this","to get out of"
"i was just trying to",5,"to","i was just trying"
"is as good as it",5,"it","is as good as"
"no matter how many times",5,"times","no matter how many"
"for the rest of your",5,"your","for the rest of"
"it didn't take long for",5,"for","it didn't take long"
"and i feel like i",5,"i","and i feel like"
"i can get back to",5,"to","i can get back"
"it is never too late",5,"late","it is never too"
"is never too late to",5,"to","is never too late"
"i asked him if he",5,"he","i asked him if"
"fell in love with a",5,"a","fell in love with"
"as soon as i saw",5,"saw","as soon as i"
"like it as much as",5,"as","like it as much"
"the right side of my",5,"my","the right side of"
"long way to go before",5,"before","long way to go"
"other side of the room",5,"room","other side of the"
"you know that i am",5,"am","you know that i"
"i was going to get",5,"get","i was going to"
"going to have to get",5,"get","going to have to"
"in the last five years",5,"years","in the last five"
"have no choice but to",5,"to","have no choice but"
"for a couple of months",5,"months","for a couple of"
"i on the other hand",5,"hand","i on the other"
"how easy it is to",5,"to","how easy it is"
"on the back of my",5,"my","on the back of"
"fall in love with the",5,"the","fall in love with"
"need to be able to",5,"to","need to be able"
"died at the age of",5,"of","died at the age"
"you want to see the",5,"the","you want to see"
"didn't know what to expect",5,"expect","didn't know what to"
"be one of the most",5,"most","be one of the"
"if you know what i",5,"i","if you know what"
"up and ready to go",5,"go","up and ready to"
"and bring to a boil",5,"boil","and bring to a"
"that they were going to",5,"to","that they were going"
"for the past couple of",5,"of","for the past couple"
"to be able to go",5,"go","to be able to"
"if you don't know what",5,"what","if you don't know"
"to make the most of",5,"of","to make the most"
"he said it was a",5,"a","he said it was"
"a month and a half",5,"half","a month and a"
"oh and did i mention",5,"mention","oh and did i"
"i don't even know where",5,"where","i don't even know"
"i love it when i",5,"i","i love it when"
"there has been a lot",5,"lot","there has been a"
"has been a lot of",5,"of","has been a lot"
"the list goes on and",5,"and","the list goes on"
"list goes on and on",5,"on","list goes on and"
"for the rest of my",5,"my","for the rest of"
"i'm not going to be",5,"be","i'm not going to"
"is not the time to",5,"to","is not the time"
"in stark contrast to the",5,"the","in stark contrast to"
"but the bottom line is",5,"is","but the bottom line"
"the ups and downs of",5,"of","the ups and downs"
"a couple of times and",5,"and","a couple of times"
"to say i love you",5,"you","to say i love"
"we are the ones who",5,"who","we are the ones"
"thrown in for good measure",5,"measure","thrown in for good"
"is a bit of an",5,"an","is a bit of"
"i would like to see",5,"see","i would like to"
"but in a good way",5,"way","but in a good"
"nutrition information per serving values",5,"values","nutrition information per serving"
"information per serving values are",5,"are","information per serving values"
"per serving values are rounded",5,"rounded","per serving values are"
"serving values are rounded to",5,"to","serving values are rounded"
"values are rounded to the",5,"the","values are rounded to"
"are rounded to the nearest",5,"nearest","are rounded to the"
"rounded to the nearest whole",5,"whole","rounded to the nearest"
"to the nearest whole number",5,"number","to the nearest whole"
"the nearest whole number calories",5,"calories","the nearest whole number"
"nearest whole number calories calories",5,"calories","nearest whole number calories"
"whole number calories calories from",5,"from","whole number calories calories"
"number calories calories from fat",5,"fat","number calories calories from"
"calories calories from fat percent",5,"percent","calories calories from fat"
"calories from fat percent of",5,"of","calories from fat percent"
"from fat percent of total",5,"total","from fat percent of"
"fat percent of total calories",5,"calories","fat percent of total"
"percent of total calories g",5,"g","percent of total calories"
"of total calories g fat",5,"fat","of total calories g"
"total calories g fat g",5,"g","total calories g fat"
"calories g fat g saturated",5,"saturated","calories g fat g"
"g fat g saturated g",5,"g","g fat g saturated"
"fat g saturated g trans",5,"trans","fat g saturated g"
"g saturated g trans fats",5,"fats","g saturated g trans"
"saturated g trans fats mg",5,"mg","saturated g trans fats"
"g trans fats mg cholesterol",5,"cholesterol","g trans fats mg"
"trans fats mg cholesterol g",5,"g","trans fats mg cholesterol"
"fats mg cholesterol g carbohydrate",5,"carbohydrate","fats mg cholesterol g"
"mg cholesterol g carbohydrate g",5,"g","mg cholesterol g carbohydrate"
"cholesterol g carbohydrate g protein",5,"protein","cholesterol g carbohydrate g"
"g carbohydrate g protein g",5,"g","g carbohydrate g protein"
