"word","count","nextWord","phrase"
"carbohydrate g protein g fiber",5,"fiber","carbohydrate g protein g"
"i love you more than",5,"than","i love you more"
"i don't want to see",5,"see","i don't want to"
"it takes a lot of",5,"of","it takes a lot"
"in the first place and",5,"and","in the first place"
"department of health and human",5,"human","department of health and"
"of health and human services",5,"services","of health and human"
"what it would be like",5,"like","what it would be"
"got to be able to",5,"to","got to be able"
"on a day to day",5,"day","on a day to"
"a day to day basis",5,"basis","a day to day"
"i want to do something",5,"something","i want to do"
"just wanted to let you",5,"you","just wanted to let"
"you have a lot of",5,"of","you have a lot"
"i could go on and",5,"and","i could go on"
"i don't want to lose",5,"lose","i don't want to"
"old resident of the block",5,"block","old resident of the"
"resident of the block of",5,"of","resident of the block"
"do you think you are",5,"are","do you think you"
"were on our way to",5,"to","were on our way"
"and i'm not going to",5,"to","and i'm not going"
"i can't wait to show",5,"show","i can't wait to"
"can't wait to show you",5,"you","can't wait to show"
"at the end of may",5,"may","at the end of"
"in the early part of",5,"of","in the early part"
"out of their way to",5,"to","out of their way"
"i am not talking about",5,"about","i am not talking"
"in one of the most",5,"most","in one of the"
"do not have to be",5,"be","do not have to"
"and then there are the",5,"the","and then there are"
"over medium high heat add",5,"add","over medium high heat"
"which turned out to be",5,"be","which turned out to"
"all the time in the",5,"the","all the time in"
"the time in the world",5,"world","the time in the"
"up with the idea of",5,"of","up with the idea"
"from point a to point",5,"point","from point a to"
"point a to point b",5,"b","point a to point"
"that i would not be",5,"be","that i would not"
"that when it comes to",5,"to","that when it comes"
"to figure out a way",5,"way","to figure out a"
"of the rest of the",5,"the","of the rest of"
"and a little bit of",5,"of","and a little bit"
"one of the few people",5,"people","one of the few"
"in the last three months",5,"months","in the last three"
"a little bit of the",5,"the","a little bit of"
"in more ways than one",5,"one","in more ways than"
"at the time i didn't",5,"didn't","at the time i"
"been spending a lot of",5,"of","been spending a lot"
"the other hand there are",5,"are","the other hand there"
"the course of the year",5,"year","the course of the"
"for taking the time to",5,"to","for taking the time"
"but i would like to",5,"to","but i would like"
"in the hands of the",5,"the","in the hands of"
"found out the hard way",5,"way","found out the hard"
"to be part of a",5,"a","to be part of"
"but you know what i",5,"i","but you know what"
"with the fact that the",5,"the","with the fact that"
"was no way i was",5,"was","was no way i"
"it occurred to me that",5,"that","it occurred to me"
"could not have been more",5,"more","could not have been"
"we were on our way",5,"way","we were on our"
"a one of a kind",5,"kind","a one of a"
"those of you who don't",5,"don't","those of you who"
"of you who don't know",5,"know","of you who don't"
"to take a picture of",5,"of","to take a picture"
"level mp cost duration seconds",5,"seconds","level mp cost duration"
"not to be confused with",5,"with","not to be confused"
"to do whatever it takes",5,"takes","to do whatever it"
"and i went to the",5,"the","and i went to"
"on the edge of town",5,"town","on the edge of"
"i think it was the",5,"the","i think it was"
"to make up for the",5,"the","to make up for"
"you have a chance to",5,"to","you have a chance"
"level mp cost damage attacks",5,"attacks","level mp cost damage"
"mp cost damage attacks up",5,"up","mp cost damage attacks"
"cost damage attacks up to",5,"to","cost damage attacks up"
"damage attacks up to enemies",5,"enemies","damage attacks up to"
"with salt and pepper and",5,"and","with salt and pepper"
"not to mention the fact",5,"fact","not to mention the"
"to mention the fact that",5,"that","to mention the fact"
"despite the fact that the",5,"the","despite the fact that"
"the fact that there is",5,"is","the fact that there"
"it's only a matter of",5,"of","it's only a matter"
"in item b above pp",5,"pp","in item b above"
"that at the end of",5,"of","that at the end"
"and as soon as i",5,"i","and as soon as"
"for the past few years",5,"years","for the past few"
"i don't think i'm alone",5,"alone","i don't think i'm"
"to see if i can",5,"can","to see if i"
"am not a fan of",5,"of","am not a fan"
"run dylan carter kick p",5,"p","run dylan carter kick"
"to do with the fact",5,"fact","to do with the"
"it just so happens that",5,"that","it just so happens"
"the same time as the",5,"the","the same time as"
"i wanted to do a",5,"a","i wanted to do"
"had a bit of a",5,"a","had a bit of"
"of the united states and",5,"and","of the united states"
"a lot of different things",5,"things","a lot of different"
"the grand forks north dakota",5,"dakota","the grand forks north"
"grand forks north dakota motels",5,"motels","grand forks north dakota"
"i have a couple of",5,"of","i have a couple"
"not being able to see",5,"see","not being able to"
"this was the first time",5,"time","this was the first"
"as you can see from",5,"from","as you can see"
"a week or so ago",5,"ago","a week or so"
"the first part of the",5,"the","the first part of"
"in the car on the",5,"the","in the car on"
"i was the one who",5,"who","i was the one"
"was supposed to be a",5,"a","was supposed to be"
"proud of the fact that",5,"that","proud of the fact"
"not to say that i",5,"i","not to say that"
"at the top of my",5,"my","at the top of"
"i think i may have",5,"have","i think i may"
"a lot of fun and",5,"and","a lot of fun"
"at the same time we",5,"we","at the same time"
"is a great way to",5,"to","is a great way"
"the end of this post",5,"post","the end of this"
"the university of chicago chicago",5,"chicago","the university of chicago"
"see if i can get",5,"get","see if i can"
"or at the very least",5,"least","or at the very"
"before i knew it i",5,"i","before i knew it"
"i said i was going",5,"going","i said i was"
"i had to take a",5,"a","i had to take"
"remove from the oven and",5,"and","remove from the oven"
"a special place in my",5,"my","a special place in"
"special place in my heart",5,"heart","special place in my"
"to be able to do",5,"do","to be able to"
"over the last few years",5,"years","over the last few"
"on the basis of their",5,"their","on the basis of"
"i wanted something that would",5,"would","i wanted something that"
"so i decided to make",5,"make","so i decided to"
"not a huge fan of",5,"of","not a huge fan"
"when i was growing up",5,"up","when i was growing"
"that it was going to",5,"to","that it was going"
"as soon as i have",5,"have","as soon as i"
"it is part of the",5,"the","it is part of"
"caprera hotel venice italy of",5,"of","caprera hotel venice italy"
"decided to give it a",5,"a","decided to give it"
"light and fluffy about minutes",5,"minutes","light and fluffy about"
"was a bit of an",5,"an","was a bit of"
"those of you who are",5,"are","those of you who"
"to take this opportunity to",5,"to","to take this opportunity"
"here are some of my",5,"my","here are some of"
"and it was time to",5,"to","and it was time"
"some of the things that",5,"that","some of the things"
"i am so happy to",5,"to","i am so happy"
"to the point that i",5,"i","to the point that"
"that i would like to",5,"to","that i would like"
"in the life of a",5,"a","in the life of"
"is a little bit of",5,"of","is a little bit"
"there will always be a",5,"a","there will always be"
"i was starting to get",5,"get","i was starting to"
"it is not necessary to",5,"to","it is not necessary"
"has been one of the",5,"the","has been one of"
"has come up with a",5,"a","has come up with"
"i feel like i am",5,"am","i feel like i"
"for an hour or so",5,"so","for an hour or"
"from the center of the",5,"the","from the center of"
"in the grand scheme of",5,"of","in the grand scheme"
"a breath of fresh air",5,"air","a breath of fresh"
"to be able to say",5,"say","to be able to"
"cover with plastic wrap and",5,"and","cover with plastic wrap"
"a little over a year",5,"year","a little over a"
"know a lot of people",5,"people","know a lot of"
"here are a couple of",5,"of","here are a couple"
"i forgive myself that i",5,"i","i forgive myself that"
"one of these days i",5,"i","one of these days"
"it in the first place",5,"place","it in the first"
"of the fact that i",5,"i","of the fact that"
"be sure to check back",5,"back","be sure to check"
"during the course of the",5,"the","during the course of"
"great to be able to",5,"to","great to be able"
"is probably one of the",5,"the","is probably one of"
"don't know what it is",5,"is","don't know what it"
"but for some reason i",5,"i","but for some reason"
"i don't know what it",5,"it","i don't know what"
"we had a great time",5,"time","we had a great"
"all i wanted to do",5,"do","all i wanted to"
"the luxury vacation in italy",5,"italy","the luxury vacation in"
"have to say that i",5,"i","have to say that"
"in front of me and",5,"and","in front of me"
"a big thank you to",5,"to","a big thank you"
"in a large mixing bowl",5,"bowl","in a large mixing"
"i spent a lot of",5,"of","i spent a lot"
"i can't think of anything",5,"anything","i can't think of"
"i have to do is",5,"is","i have to do"
"i wanted to do was",5,"was","i wanted to do"
"to be able to take",5,"take","to be able to"
"in the middle of this",5,"this","in the middle of"
"in the liberty kansas genealogy",5,"genealogy","in the liberty kansas"
"as much as i can",5,"can","as much as i"
"a lot of time with",5,"with","a lot of time"
"there are only a few",5,"few","there are only a"
"if you're a fan of",5,"of","if you're a fan"
"so much so that i",5,"i","so much so that"
"we decided to take a",5,"a","we decided to take"
"the little boy with the",5,"the","the little boy with"
"i could come up with",5,"with","i could come up"
"i was looking forward to",4,"to","i was looking forward"
"that would be so awesome",4,"awesome","that would be so"
"tell me about it i",4,"i","tell me about it"
"do you think it would",4,"would","do you think it"
"on the hunt for the",4,"the","on the hunt for"
"i don't know how you",4,"you","i don't know how"
"it would mean the world",4,"world","it would mean the"
"one day at a time",4,"time","one day at a"
"see what i did there",4,"there","see what i did"
"i don't know about all",4,"all","i don't know about"
"are you going to do",4,"do","are you going to"
"know what it's like to",4,"to","know what it's like"
"visit www.radiotagr.com wfuv to tag",4,"tag","visit www.radiotagr.com wfuv to"
"www.radiotagr.com wfuv to tag this",4,"this","www.radiotagr.com wfuv to tag"
"wfuv to tag this song",4,"song","wfuv to tag this"
"how long will it take",4,"take","how long will it"
"you want me to do",4,"do","you want me to"
"when i get back to",4,"to","when i get back"
"a win is a win",4,"win","a win is a"
"i need to go to",4,"to","i need to go"
"thanks for the follow back",4,"back","thanks for the follow"
"have to come up with",4,"with","have to come up"
"hope you are doing well",4,"well","hope you are doing"
"i am working on the",4,"the","i am working on"
"i wanted to see it",4,"it","i wanted to see"
"said in a phone interview",4,"interview","said in a phone"
"thank you so much to",4,"to","thank you so much"
"said i don't know if",4,"if","said i don't know"
"they will be able to",4,"to","they will be able"
"like the rest of the",4,"the","like the rest of"
"so happy to see you",4,"you","so happy to see"
"out of the first round",4,"round","out of the first"
"i have to agree with",4,"with","i have to agree"
"defensive player of the year",4,"year","defensive player of the"
"over the last two years",4,"years","over the last two"
"remains to be seen whether",4,"whether","remains to be seen"
"can't wait to see them",4,"them","can't wait to see"
"had a great time with",4,"with","had a great time"
"to make it big in",4,"in","to make it big"
"am in love with this",4,"this","am in love with"
"i wanna go back to",4,"to","i wanna go back"
"i don't know why it's",4,"it's","i don't know why"
"hey i just met you",4,"you","hey i just met"
"in the face with a",4,"a","in the face with"
"or cents per share in",4,"in","or cents per share"
"cents per share in the",4,"the","cents per share in"
"looking forward to seeing the",4,"the","looking forward to seeing"
"we want to make sure",4,"sure","we want to make"
"know if you need any",4,"any","know if you need"
"will be on hand to",4,"to","will be on hand"
"thanks so much for your",4,"your","thanks so much for"
"that have to do with",4,"with","that have to do"
"it's just not the same",4,"same","it's just not the"
"proud to be a part",4,"part","proud to be a"
"did you know that the",4,"the","did you know that"
"there's going to be a",4,"a","there's going to be"
"the top of his game",4,"game","the top of his"
"large skillet over medium high",4,"high","large skillet over medium"
"really really really really really",4,"really","really really really really"
"no one wants to be",4,"be","no one wants to"
"the turn of the century",4,"century","the turn of the"
"at this time of the",4,"the","at this time of"
"a good place to start",4,"start","a good place to"
"the post dispatch contributed to",4,"to","the post dispatch contributed"
"post dispatch contributed to this",4,"this","post dispatch contributed to"
"dispatch contributed to this report",4,"report","dispatch contributed to this"
"said in an e mail",4,"mail","said in an e"
"hudson county prosecutor edward defazio",4,"defazio","hudson county prosecutor edward"
"county prosecutor edward defazio said",4,"said","county prosecutor edward defazio"
"of the ways in which",4,"which","of the ways in"
"a person familiar with the",4,"the","a person familiar with"
"we would love to see",4,"see","we would love to"
"tomorrow is going to be",4,"be","tomorrow is going to"
"we are looking forward to",4,"to","we are looking forward"
"with a long list of",4,"of","with a long list"
"are you going to be",4,"be","are you going to"
"run on four hits and",4,"and","run on four hits"
"if you live in the",4,"the","if you live in"
"other than the fact that",4,"that","other than the fact"
"the lower end of the",4,"the","the lower end of"
"to raise money for the",4,"the","to raise money for"
"great can't wait to see",4,"see","great can't wait to"
"i have a friend who",4,"who","i have a friend"
"to be on the show",4,"show","to be on the"
"you can still be a",4,"a","you can still be"
"on the west side of",4,"of","on the west side"
"and a whole lot of",4,"of","and a whole lot"
"the new york times the",4,"the","the new york times"
"i do not have a",4,"a","i do not have"
"us know if you need",4,"need","us know if you"
"the rest of his life",4,"life","the rest of his"
"i think this is the",4,"the","i think this is"
"what the hell are you",4,"you","what the hell are"
"on the look out for",4,"for","on the look out"
"only makes me want to",4,"to","only makes me want"
"over the next few weeks",4,"weeks","over the next few"
"i'm not sure what the",4,"the","i'm not sure what"
"everything happens for a reason",4,"reason","everything happens for a"
"you want to have a",4,"a","you want to have"
"i thought we had a",4,"a","i thought we had"
"it would be great to",4,"to","it would be great"
"i don't really like the",4,"the","i don't really like"
"what to do what to",4,"to","what to do what"
"to do what to do",4,"do","to do what to"
"i'd be lying if i",4,"i","i'd be lying if"
"on the edge of a",4,"a","on the edge of"
"i don't even know what",4,"what","i don't even know"
"there's always going to be",4,"be","there's always going to"
"for the rest of their",4,"their","for the rest of"
"do you have a link",4,"link","do you have a"
"out by the end of",4,"of","out by the end"
"if you don't like it",4,"it","if you don't like"
"just a matter of time",4,"time","just a matter of"
"played a major role in",4,"in","played a major role"
"to get in on the",4,"the","to get in on"
"the more i look at",4,"at","the more i look"
"now i need to go",4,"go","now i need to"
"i am so happy i",4,"i","i am so happy"
"the state attorney general's office",4,"office","the state attorney general's"
"all i can think of",4,"of","all i can think"
"i can think of is",4,"is","i can think of"
"can think of is the",4,"the","can think of is"
"thanks for the #ff mention",4,"mention","thanks for the #ff"
"things i want to do",4,"do","things i want to"
"one thing in common they",4,"they","one thing in common"
"so sorry to hear that",4,"that","so sorry to hear"
"happy new year to everyone",4,"everyone","happy new year to"
"all my friends and family",4,"family","all my friends and"
"is the first time that",4,"that","is the first time"
"on the eve of the",4,"the","on the eve of"
"to the left side of",4,"of","to the left side"
"thank you for following me",4,"me","thank you for following"
"was born and raised in",4,"in","was born and raised"
"that it was time to",4,"to","that it was time"
"for quite some time and",4,"and","for quite some time"
"thanks for the follow we",4,"we","thanks for the follow"
"thanks for the follow hope",4,"hope","thanks for the follow"
"thanks for the #ff love",4,"love","thanks for the #ff"
"what are you doing for",4,"for","what are you doing"
"have a lot of work",4,"work","have a lot of"
"would be a good idea",4,"idea","would be a good"
"when are you going to",4,"to","when are you going"
"a turning point in the",4,"the","a turning point in"
"of the people in the",4,"the","of the people in"
"the people in the world",4,"world","the people in the"
"from all of us at",4,"at","from all of us"
"we are so excited to",4,"to","we are so excited"
"still trying to figure out",4,"out","still trying to figure"
"trying to figure out a",4,"a","trying to figure out"
"exactly what i was thinking",4,"thinking","exactly what i was"
"the great majority of the",4,"the","the great majority of"
"you know you want to",4,"to","you know you want"
"in the back seat of",4,"of","in the back seat"
"the back seat of a",4,"a","the back seat of"
"thanks for the kind words",4,"words","thanks for the kind"
"in the dead of night",4,"night","in the dead of"
"let me know if i",4,"i","let me know if"
"me know if i can",4,"can","me know if i"
"figure out how to do",4,"do","figure out how to"
"port authority of new york",4,"york","port authority of new"
"authority of new york and",4,"and","authority of new york"
"one of the most popular",4,"popular","one of the most"
"to a report by the",4,"the","to a report by"
"have had the pleasure of",4,"of","have had the pleasure"
"to one of my favorite",4,"favorite","to one of my"
"i had no idea the",4,"the","i had no idea"
"what are you up to",4,"to","what are you up"
"medical mart and convention center",4,"center","medical mart and convention"
"follow me and i will",4,"will","follow me and i"
"possession of a weapon for",4,"for","possession of a weapon"
"released on his own recognizance",4,"recognizance","released on his own"
"is the first day of",4,"of","is the first day"
"it at the same time",4,"time","it at the same"
"and we look forward to",4,"to","and we look forward"
"look forward to working with",4,"with","look forward to working"
"to the u.s supreme court",4,"court","to the u.s supreme"
"to the other side of",4,"of","to the other side"
"as it used to be",4,"be","as it used to"
"and for the first time",4,"time","and for the first"
"my favorite thing to do",4,"do","my favorite thing to"
"wee hours of the morning",4,"morning","wee hours of the"
"need to make sure that",4,"that","need to make sure"
"the end of the first",4,"first","the end of the"
"can you follow me back",4,"back","can you follow me"
"think i'll be able to",4,"to","think i'll be able"
"i have so much to",4,"to","i have so much"
"what better way to celebrate",4,"celebrate","what better way to"
"the end of the semester",4,"semester","the end of the"
"if you really want to",4,"to","if you really want"
"i look forward to hearing",4,"hearing","i look forward to"
"of our lord jesus christ",4,"christ","of our lord jesus"
"make it a great day",4,"day","make it a great"
"can i get a follow",4,"follow","can i get a"
"i get a follow back",4,"back","i get a follow"
"knew what i was doing",4,"doing","knew what i was"
"the most important thing is",4,"is","the most important thing"
"to move back to the",4,"the","to move back to"
"since the start of the",4,"the","since the start of"
"reservations and credit cards accepted",4,"accepted","reservations and credit cards"
"to make it a point",4,"point","to make it a"
"i will let you know",4,"know","i will let you"
"happened to be in the",4,"the","happened to be in"
"would be lucky to have",4,"have","would be lucky to"
"most of the time but",4,"but","most of the time"
"i'm not sure what i",4,"i","i'm not sure what"
"did not return a call",4,"call","did not return a"
"on top of the world",4,"world","on top of the"
"but i think i will",4,"will","but i think i"
"to go back to work",4,"work","to go back to"
"in the first half and",4,"and","in the first half"
"did a great job of",4,"of","did a great job"
"it is very important to",4,"to","it is very important"
"had something to do with",4,"with","had something to do"
"something to do with it",4,"it","something to do with"
"of millions of dollars in",4,"in","of millions of dollars"
"i don't know what i",4,"i","i don't know what"
"all i could think about",4,"about","all i could think"
"i could think about was",4,"was","i could think about"
"it's not going to work",4,"work","it's not going to"
"it was a pleasure to",4,"to","it was a pleasure"
"it's one of the most",4,"most","it's one of the"
"we are going to have",4,"have","we are going to"
"i feel so much better",4,"better","i feel so much"
"i think i am going",4,"going","i think i am"
"when they came to the",4,"the","when they came to"
"i love you and your",4,"your","i love you and"
"more than half of the",4,"the","more than half of"
"my neck of the woods",4,"woods","my neck of the"
"a lot of people that",4,"that","a lot of people"
"on the left side of",4,"of","on the left side"
"in the second round of",4,"of","in the second round"
"that's what it's all about",4,"about","that's what it's all"
"to send a message to",4,"to","to send a message"
"is considered one of the",4,"the","is considered one of"
"will be up in a",4,"a","will be up in"
"you have to be aware",4,"aware","you have to be"
"have to be aware of",4,"of","have to be aware"
"that we will be able",4,"able","that we will be"
"it had to do with",4,"with","it had to do"
"the u.s environmental protection agency",4,"agency","the u.s environmental protection"
"can't wait to see how",4,"how","can't wait to see"
"i thought it was going",4,"going","i thought it was"
"on his way home from",4,"from","on his way home"
"for coming out to the",4,"the","for coming out to"
"too good to be true",4,"true","too good to be"
"but i feel like i",4,"i","but i feel like"
"it has been years since",4,"since","it has been years"
"the sky is the limit",4,"limit","the sky is the"
"i have no one to",4,"to","i have no one"
"two years in a row",4,"row","two years in a"
"is going to be more",4,"more","is going to be"
"said in a statement we",4,"we","said in a statement"
"out of the house to",4,"to","out of the house"
"at the university of north",4,"north","at the university of"
"when i go to the",4,"the","when i go to"
"year for the first time",4,"time","year for the first"
"please follow me i love",4,"love","please follow me i"
"here are a few things",4,"things","here are a few"
"as much as the next",4,"next","as much as the"
"standing in the middle of",4,"of","standing in the middle"
"have a great day everyone",4,"everyone","have a great day"
"just got off the phone",4,"phone","just got off the"
"with runners in scoring position",4,"position","with runners in scoring"
"i hope everyone has a",4,"a","i hope everyone has"
"hope everyone has a great",4,"great","hope everyone has a"
"can i say i'm a",4,"a","can i say i'm"
"a smile on my face",4,"face","a smile on my"
"don't get me wrong i'm",4,"i'm","don't get me wrong"
"the second floor of the",4,"the","the second floor of"
"do you think it will",4,"will","do you think it"
"but i am not a",4,"a","but i am not"
"don't want to go to",4,"to","don't want to go"
"come in a variety of",4,"of","come in a variety"
"why do i have to",4,"to","why do i have"
"i have to go to",4,"to","i have to go"
"difference in the lives of",4,"of","difference in the lives"
"the pirates band of misfits",4,"misfits","the pirates band of"
"face up to years in",4,"in","face up to years"
"as much as i hate",4,"hate","as much as i"
"up and down the stairs",4,"stairs","up and down the"
"you would like to have",4,"have","you would like to"
"would like to have a",4,"a","would like to have"
"have you ever had a",4,"a","have you ever had"
"i will love you forever",4,"forever","i will love you"
"in the block of north",4,"north","in the block of"
"hope to hear from you",4,"you","hope to hear from"
"to all who came out",4,"out","to all who came"
"in a way that no",4,"no","in a way that"
"enjoy the rest of your",4,"your","enjoy the rest of"
"on the other hand has",4,"has","on the other hand"
"which brings us to this",4,"this","which brings us to"
"in the hands of a",4,"a","in the hands of"
"will be in charge of",4,"of","will be in charge"
"act like a lady think",4,"think","act like a lady"
"like a lady think like",4,"like","like a lady think"
"a lady think like a",4,"a","a lady think like"
"off the george washington bridge",4,"bridge","off the george washington"
"the other members of the",4,"the","the other members of"
"to be a little more",4,"more","to be a little"
"if you are thinking about",4,"about","if you are thinking"
"for a lot of people",4,"people","for a lot of"
"it i wish i could",4,"could","it i wish i"
"from the bottom of the",4,"the","from the bottom of"
"in a loss to the",4,"the","in a loss to"
"is just around the corner",4,"corner","is just around the"
"do it for the love",4,"love","do it for the"
"it for the love of",4,"of","it for the love"
"for the love of the",4,"the","for the love of"
"you don't want to do",4,"do","you don't want to"
"let me know how it",4,"it","let me know how"
"because i don't want to",4,"to","because i don't want"
"why do you have to",4,"to","why do you have"
"i know i say this",4,"this","i know i say"
"game of the world series",4,"series","game of the world"
"to be able to see",4,"see","to be able to"
"on top of each other",4,"other","on top of each"
"told the associated press in",4,"in","told the associated press"
"la la la la la",4,"la","la la la la"
"he is one of the",4,"the","he is one of"
"will be the death of",4,"of","will be the death"
"it's good to be back",4,"back","it's good to be"
"a fine of up to",4,"to","a fine of up"
"for an hour and a",4,"a","for an hour and"
"i want to see you",4,"you","i want to see"
"to spend the rest of",4,"of","to spend the rest"
"always wanted to be a",4,"a","always wanted to be"
"i don't know if this",4,"this","i don't know if"
"i don't know why but",4,"but","i don't know why"
"it is also one of",4,"of","it is also one"
"you can do that you",4,"you","you can do that"
"we don't know what to",4,"to","we don't know what"
"forward to hearing from you",4,"you","forward to hearing from"
"on a scale of to",4,"to","on a scale of"
"i would like to think",4,"think","i would like to"
"would love to have you",4,"you","would love to have"
"to know more about the",4,"the","to know more about"
"i want to be in",4,"in","i want to be"
"it was supposed to be",4,"be","it was supposed to"
"i just don't have the",4,"the","i just don't have"
"i would like to say",4,"say","i would like to"
"i might be able to",4,"to","i might be able"
"wants to go to the",4,"the","wants to go to"
"to get the job done",4,"done","to get the job"
"of course there are many",4,"many","of course there are"
"had a lot to do",4,"do","had a lot to"
"only the second time in",4,"in","only the second time"
"i don't feel like i",4,"i","i don't feel like"
"feel like i need to",4,"to","feel like i need"
"thank you for the support",4,"support","thank you for the"
"as long as we have",4,"have","as long as we"
"it was great to see",4,"see","it was great to"
"thanks to everyone who came",4,"came","thanks to everyone who"
"to everyone who came out",4,"out","to everyone who came"
"it takes a while for",4,"for","it takes a while"
"the front page of the",4,"the","the front page of"
"they don't want to be",4,"be","they don't want to"
"want to be part of",4,"of","want to be part"
"i find it ironic that",4,"that","i find it ironic"
"day to all the moms",4,"moms","day to all the"
"what i'm going to do",4,"do","what i'm going to"
"be able to use the",4,"the","be able to use"
"i need to find a",4,"a","i need to find"
"we'd love to have you",4,"you","we'd love to have"
"april in the block of",4,"of","april in the block"
"winners will be announced on",4,"on","winners will be announced"
"round of the nfl draft",4,"draft","round of the nfl"
"want to talk to you",4,"you","want to talk to"
"you don't have to worry",4,"worry","you don't have to"
"beautiful miley is beautiful miley",4,"miley","beautiful miley is beautiful"
"the u.s department of justice",4,"justice","the u.s department of"
"the oregon department of education",4,"education","the oregon department of"
"in the past two weeks",4,"weeks","in the past two"
"a once in a lifetime",4,"lifetime","a once in a"
"it would be awesome if",4,"if","it would be awesome"
"at the end of june",4,"june","at the end of"
"what have you been up",4,"up","what have you been"
"have you been up to",4,"to","have you been up"
"it may not have been",4,"been","it may not have"
"i hope you like it",4,"it","i hope you like"
"going to be on the",4,"the","going to be on"
"has been a long time",4,"time","has been a long"
"for medicare and medicaid services",4,"services","for medicare and medicaid"
"there is a difference between",4,"between","there is a difference"
"to keep an eye on",4,"on","to keep an eye"
"does anyone know how to",4,"to","does anyone know how"
"are a few of the",4,"the","are a few of"
"a yard touchdown pass to",4,"to","a yard touchdown pass"
"as the rest of us",4,"us","as the rest of"
"the beginning of the end",4,"end","the beginning of the"
"and to be honest i",4,"i","and to be honest"
"i wake up in the",4,"the","i wake up in"
"this is the end of",4,"of","this is the end"
"i don't want you to",4,"to","i don't want you"
"went to the grocery store",4,"store","went to the grocery"
"for a long time that",4,"that","for a long time"
"are in the middle of",4,"of","are in the middle"
"i'm looking forward to the",4,"the","i'm looking forward to"
"because i didn't want to",4,"to","because i didn't want"
"i don't think so but",4,"but","i don't think so"
"what you want to say",4,"say","what you want to"
"i didn't want to do",4,"do","i didn't want to"
"but the rest of the",4,"the","but the rest of"
"hope you had a great",4,"great","hope you had a"
"it has been awhile since",4,"since","it has been awhile"
"that i would love to",4,"to","that i would love"
"i'll see what i can",4,"can","i'll see what i"
"in case you didn't know",4,"know","in case you didn't"
"for an hour or two",4,"two","for an hour or"
"let me know and i'll",4,"i'll","let me know and"
"things we have to do",4,"do","things we have to"
"we have to do is",4,"is","we have to do"
"the better part of the",4,"the","the better part of"
"as you would have them",4,"them","as you would have"
"didn't get a chance to",4,"to","didn't get a chance"
"i just wanted to be",4,"be","i just wanted to"
"it's never too early to",4,"to","it's never too early"
"you have to deal with",4,"with","you have to deal"
"to say that i am",4,"am","to say that i"
"if you're looking for the",4,"the","if you're looking for"
"of my all time favorites",4,"favorites","of my all time"
"you all have a great",4,"great","you all have a"
"hit the nail on the",4,"the","hit the nail on"
"the nail on the head",4,"head","the nail on the"
"from the back of the",4,"the","from the back of"
"going to be a real",4,"real","going to be a"
"i just wanted to say",4,"say","i just wanted to"
"getting ready to go to",4,"to","getting ready to go"
"do it all the time",4,"time","do it all the"
"tell me you love me",4,"me","tell me you love"
"a day and a half",4,"half","a day and a"
"i have to say is",4,"is","i have to say"
"the fact that they are",4,"are","the fact that they"
"i have nothing better to",4,"to","i have nothing better"
"in the past few years",4,"years","in the past few"
"get my hands on a",4,"a","get my hands on"
"if you want me to",4,"to","if you want me"
"nice work if you can",4,"can","nice work if you"
"work if you can get",4,"get","work if you can"
"speaking on condition of anonymity",4,"anonymity","speaking on condition of"
"i'll let you know how",4,"how","i'll let you know"
"members of the u.s military",4,"military","members of the u.s"
"to one of the best",4,"best","to one of the"
"turn out to be the",4,"the","turn out to be"
"we've got a lot of",4,"of","we've got a lot"
"what i have to do",4,"do","what i have to"
"the back of his head",4,"head","the back of his"
"do you think about the",4,"the","do you think about"
"want to be with you",4,"you","want to be with"
"i think i have a",4,"a","i think i have"
"from one of my favorite",4,"favorite","from one of my"
"for the end of the",4,"the","for the end of"
"the wrong side of the",4,"the","the wrong side of"
"just a few years ago",4,"ago","just a few years"
"he got out of the",4,"the","he got out of"
"you've got to be kidding",4,"kidding","you've got to be"
"know what i'd do without",4,"without","know what i'd do"
"want to know more about",4,"about","want to know more"
"you are not going to",4,"to","you are not going"
"to do what i want",4,"want","to do what i"
"first game of the season",4,"season","first game of the"
"what are your plans for",4,"for","what are your plans"
"in front of me in",4,"in","in front of me"
"make the most of it",4,"it","make the most of"
"is a waste of time",4,"time","is a waste of"
"i had to do something",4,"something","i had to do"
"for me to be able",4,"able","for me to be"
"me to be able to",4,"to","me to be able"
"that's one of the reasons",4,"reasons","that's one of the"
"one of the reasons we",4,"we","one of the reasons"
"come up with an idea",4,"idea","come up with an"
"i think it has a",4,"a","i think it has"
"in the early stages of",4,"of","in the early stages"
"today was a good day",4,"day","today was a good"
"is not the same as",4,"as","is not the same"
"to get caught up in",4,"in","to get caught up"
"i wasn't sure what to",4,"to","i wasn't sure what"
"so much for following me",4,"me","so much for following"
"i knew there was a",4,"a","i knew there was"
"i've been wanting to get",4,"get","i've been wanting to"
"it would have been nice",4,"nice","it would have been"
"the next thing you know",4,"know","the next thing you"
"in a couple of weeks",4,"weeks","in a couple of"
"can be seen from the",4,"the","can be seen from"
"declined to comment on the",4,"the","declined to comment on"
"of the civil rights movement",4,"movement","of the civil rights"
"the death of his father",4,"father","the death of his"
"heat the olive oil in",4,"in","heat the olive oil"
"the olive oil in a",4,"a","the olive oil in"
"as good as it gets",4,"gets","as good as it"
"he looked at me and",4,"and","he looked at me"
"said what are you doing",4,"doing","said what are you"
"today is one of those",4,"those","today is one of"
