"word","count","nextWord","phrase"
"see if they",19,"they","see if"
"were supposed to",19,"to","were supposed"
"that the first",19,"first","that the"
"know that we",19,"we","know that"
"was when i",19,"i","was when"
"have to find",19,"find","have to"
"that it wasn't",19,"wasn't","that it"
"the prospect of",19,"of","the prospect"
"because you are",19,"are","because you"
"we would like",19,"like","we would"
"well i guess",19,"guess","well i"
"third of the",19,"the","third of"
"as i could",19,"could","as i"
"the arrival of",19,"of","the arrival"
"i thought was",19,"was","i thought"
"at home and",19,"and","at home"
"lived in the",19,"the","lived in"
"to open the",19,"the","to open"
"to get that",19,"that","to get"
"i was working",19,"working","i was"
"so i took",19,"took","so i"
"the interests of",19,"of","the interests"
"because i can't",19,"can't","because i"
"and even the",19,"the","and even"
"i'm a little",19,"little","i'm a"
"me tell you",19,"you","me tell"
"make sure it",19,"it","make sure"
"we are doing",19,"doing","we are"
"the goal of",19,"of","the goal"
"was still a",19,"a","was still"
"was the same",19,"same","was the"
"doesn't have the",19,"the","doesn't have"
"that there will",19,"will","that there"
"and what they",19,"they","and what"
"my brother and",19,"and","my brother"
"doing the same",19,"same","doing the"
"i have yet",19,"yet","i have"
"i will make",19,"make","i will"
"of my mind",19,"mind","of my"
"i think she",19,"she","i think"
"i am i",19,"i","i am"
"get a good",19,"good","get a"
"of these people",19,"people","of these"
"can be very",19,"very","can be"
"just as the",19,"the","just as"
"this past year",19,"year","this past"
"for me as",19,"as","for me"
"the other night",19,"night","the other"
"i was surprised",19,"surprised","i was"
"because of this",19,"this","because of"
"of this and",19,"and","of this"
"that at the",19,"the","that at"
"that i find",19,"find","that i"
"on to a",19,"a","on to"
"and be a",19,"a","and be"
"of the white",19,"white","of the"
"that there were",19,"were","that there"
"it clear that",19,"that","it clear"
"the pages of",19,"of","the pages"
"they have the",19,"the","they have"
"give you the",19,"the","give you"
"on the part",19,"part","on the"
"the time being",19,"being","the time"
"we are to",19,"to","we are"
"now i don't",19,"don't","now i"
"has decided to",19,"to","has decided"
"of our lives",19,"lives","of our"
"ended up with",19,"with","ended up"
"a touch of",19,"of","a touch"
"and so forth",19,"forth","and so"
"or you can",19,"can","or you"
"when i found",19,"found","when i"
"of this blog",19,"blog","of this"
"and when it",19,"it","and when"
"as i had",19,"had","as i"
"but i digress",19,"digress","but i"
"i used my",19,"my","i used"
"which i have",19,"have","which i"
"new york n.y",19,"n.y","new york"
"i came to",19,"to","i came"
"and we can",18,"can","and we"
"give him a",18,"a","give him"
"miss you too",18,"too","miss you"
"you can imagine",18,"imagine","you can"
"eye on the",18,"the","eye on"
"make my day",18,"day","make my"
"i also love",18,"love","i also"
"note to self",18,"self","note to"
"be looking for",18,"for","be looking"
"my friend and",18,"and","my friend"
"idea for a",18,"a","idea for"
"i want them",18,"them","i want"
"with the kids",18,"kids","with the"
"to go down",18,"down","to go"
"knew i was",18,"was","knew i"
"going to win",18,"win","going to"
"i lost my",18,"my","i lost"
"good enough to",18,"to","good enough"
"if there are",18,"are","if there"
"only in the",18,"the","only in"
"help me get",18,"get","help me"
"to see and",18,"and","to see"
"i say i",18,"i","i say"
"say i was",18,"was","say i"
"one of you",18,"you","one of"
"any of us",18,"us","any of"
"sure it was",18,"was","sure it"
"not supposed to",18,"to","not supposed"
"for a job",18,"job","for a"
"tonight at the",18,"the","tonight at"
"check us out",18,"out","check us"
"in trying to",18,"to","in trying"
"bank of america",18,"america","bank of"
"stay out of",18,"of","stay out"
"think we can",18,"can","think we"
"have been trying",18,"trying","have been"
"up against the",18,"the","up against"
"an eye on",18,"on","an eye"
"are one of",18,"of","are one"
"my mind and",18,"and","my mind"
"the year in",18,"in","the year"
"what we were",18,"were","what we"
"change the world",18,"world","change the"
"strength of the",18,"the","strength of"
"to face the",18,"the","to face"
"which means that",18,"that","which means"
"the only time",18,"time","the only"
"and it just",18,"just","and it"
"don't do it",18,"it","don't do"
"so what is",18,"is","so what"
"from to p.m",18,"p.m","from to"
"few days ago",18,"ago","few days"
"you all the",18,"the","you all"
"if i get",18,"get","if i"
"i'm so glad",18,"glad","i'm so"
"is set to",18,"to","is set"
"more than three",18,"three","more than"
"is still in",18,"in","is still"
"for the support",18,"support","for the"
"i didn't realize",18,"realize","i didn't"
"participating in the",18,"the","participating in"
"the more than",18,"than","the more"
"think i need",18,"need","think i"
"they don't want",18,"want","they don't"
"love to be",18,"be","love to"
"think you can",18,"can","think you"
"he came to",18,"to","he came"
"start to the",18,"the","start to"
"want to let",18,"let","want to"
"will go to",18,"to","will go"
"of a kind",18,"kind","of a"
"want to spend",18,"spend","want to"
"chamber of commerce",18,"commerce","chamber of"
"happen in the",18,"the","happen in"
"to have one",18,"one","to have"
"a huge fan",18,"fan","a huge"
"be nice to",18,"to","be nice"
"anything to do",18,"do","anything to"
"one of its",18,"its","one of"
"to you as",18,"as","to you"
"can relate to",18,"to","can relate"
"the most amazing",18,"amazing","the most"
"pretty much the",18,"the","pretty much"
"increase in the",18,"the","increase in"
"follow me i",18,"i","follow me"
"to not be",18,"be","to not"
"need someone to",18,"to","need someone"
"and in my",18,"my","and in"
"can't tell you",18,"you","can't tell"
"my mom is",18,"is","my mom"
"the one to",18,"to","the one"
"a great night",18,"night","a great"
"with you i",18,"i","with you"
"be ready to",18,"to","be ready"
"on the basis",18,"basis","on the"
"put on a",18,"a","put on"
"made my day",18,"day","made my"
"in that case",18,"case","in that"
"so much easier",18,"easier","so much"
"any of my",18,"my","any of"
"ever been to",18,"to","ever been"
"know it was",18,"was","know it"
"be the last",18,"last","be the"
"of what it",18,"it","of what"
"when there is",18,"is","when there"
"didn't get a",18,"a","didn't get"
"and what we",18,"we","and what"
"a taste of",18,"of","a taste"
"to you in",18,"in","to you"
"it's not going",18,"going","it's not"
"has made a",18,"a","has made"
"those who don't",18,"don't","those who"
"to the real",18,"real","to the"
"who came to",18,"to","who came"
"so i'm not",18,"not","so i'm"
"her on the",18,"the","her on"
"in it and",18,"and","in it"
"a conference call",18,"call","a conference"
"a t shirt",18,"shirt","a t"
"needs to get",18,"get","needs to"
"of her life",18,"life","of her"
"could not have",18,"have","could not"
"on the whole",18,"whole","on the"
"that he doesn't",18,"doesn't","that he"
"want to put",18,"put","want to"
"yes it was",18,"was","yes it"
"year and a",18,"a","year and"
"know if i",18,"i","know if"
"chief financial officer",18,"officer","chief financial"
"in line with",18,"with","in line"
"the second quarter",18,"quarter","the second"
"you see a",18,"a","you see"
"to join us",18,"us","to join"
"and that we",18,"we","and that"
"us know what",18,"what","us know"
"what have you",18,"you","what have"
"whether it be",18,"be","whether it"
"and the same",18,"same","and the"
"is not in",18,"in","is not"
"home from school",18,"school","home from"
"a news conference",18,"conference","a news"
"i swear i",18,"i","i swear"
"to catch a",18,"a","to catch"
"to play on",18,"on","to play"
"to leave a",18,"a","to leave"
"thought that was",18,"was","thought that"
"will make it",18,"it","will make"
"in to a",18,"a","in to"
"but i hope",18,"hope","but i"
"of the bill",18,"bill","of the"
"be a long",18,"long","be a"
"this is really",18,"really","this is"
"up with my",18,"my","up with"
"i'll give you",18,"you","i'll give"
"lucky to have",18,"have","lucky to"
"of the population",18,"population","of the"
"with the family",18,"family","with the"
"all the details",18,"details","all the"
"not know the",18,"the","not know"
"even though we",18,"we","even though"
"same to you",18,"you","same to"
"the battle of",18,"of","the battle"
"continues to be",18,"be","continues to"
"who did not",18,"not","who did"
"i highly recommend",18,"recommend","i highly"
"of the project",18,"project","of the"
"at the park",18,"park","at the"
"in the making",18,"making","in the"
"i guess i'm",18,"i'm","i guess"
"did you do",18,"do","did you"
"such as a",18,"a","such as"
"two to three",18,"three","two to"
"referring to the",18,"the","referring to"
"congrats on the",18,"the","congrats on"
"you think it",18,"it","you think"
"get a job",18,"job","get a"
"so much in",18,"in","so much"
"would be very",18,"very","would be"
"for a small",18,"small","for a"
"week and i",18,"i","week and"
"with a high",18,"high","with a"
"it's not even",18,"even","it's not"
"a majority of",18,"of","a majority"
"for next year",18,"year","for next"
"learned a lot",18,"lot","learned a"
"a story of",18,"of","a story"
"i am pretty",18,"pretty","i am"
"am trying to",18,"to","am trying"
"in a series",18,"series","in a"
"at all but",18,"but","at all"
"two of my",18,"my","two of"
"i was having",18,"having","i was"
"the details of",18,"of","the details"
"of the west",18,"west","of the"
"going to end",18,"end","going to"
"you want it",18,"it","you want"
"the tea party",18,"party","the tea"
"something about the",18,"the","something about"
"that is my",18,"my","that is"
"today is a",18,"a","today is"
"of millions of",18,"of","of millions"
"i just found",18,"found","i just"
"good luck with",18,"with","good luck"
"to any of",18,"of","to any"
"at the expense",18,"expense","at the"
"hope you're having",18,"having","hope you're"
"you want me",18,"me","you want"
"a real estate",18,"estate","a real"
"not on the",18,"the","not on"
"and have the",18,"the","and have"
"on the island",18,"island","on the"
"it's good to",18,"to","it's good"
"what's wrong with",18,"with","what's wrong"
"here is that",18,"that","here is"
"an interest in",18,"in","an interest"
"as a young",18,"young","as a"
"it difficult to",18,"to","it difficult"
"and i must",18,"must","and i"
"plenty of time",18,"time","plenty of"
"can't believe i",18,"i","can't believe"
"but did not",18,"not","but did"
"to wear a",18,"a","to wear"
"the end and",18,"and","the end"
"well i think",18,"think","well i"
"on the sidelines",18,"sidelines","on the"
"from the outside",18,"outside","from the"
"but when the",18,"the","but when"
"winner of the",18,"the","winner of"
"in washington d.c",18,"d.c","in washington"
"today was a",18,"a","today was"
"a long day",18,"day","a long"
"less likely to",18,"to","less likely"
"and have to",18,"to","and have"
"my heart and",18,"and","my heart"
"the case in",18,"in","the case"
"a life of",18,"of","a life"
"what will happen",18,"happen","what will"
"his year old",18,"old","his year"
"so many times",18,"times","so many"
"was no longer",18,"longer","was no"
"we don't need",18,"need","we don't"
"often than not",18,"not","often than"
"is that he",18,"he","is that"
"i am getting",18,"getting","i am"
"who died in",18,"in","who died"
"played in the",18,"the","played in"
"known for its",18,"its","known for"
"if i wanted",18,"wanted","if i"
"of what they",18,"they","of what"
"not at the",18,"the","not at"
"into a new",18,"new","into a"
"to be something",18,"something","to be"
"for the whole",18,"whole","for the"
"in a letter",18,"letter","in a"
"could see the",18,"the","could see"
"over medium heat",18,"heat","over medium"
"to let it",18,"it","to let"
"goes to the",18,"the","goes to"
"to be i",18,"i","to be"
"as the one",18,"one","as the"
"to come and",18,"and","to come"
"the day that",18,"that","the day"
"to help her",18,"her","to help"
"george w bush",18,"bush","george w"
"has the same",18,"same","has the"
"any of those",18,"those","any of"
"also like to",18,"to","also like"
"one way or",18,"or","one way"
"to give him",18,"him","to give"
"point of the",18,"the","point of"
"of the ocean",18,"ocean","of the"
"a food processor",18,"processor","a food"
"the sale of",18,"of","the sale"
"of the problem",18,"problem","of the"
"less than the",18,"the","less than"
"relationship with the",18,"the","relationship with"
"give up on",18,"on","give up"
"of the church",18,"church","of the"
"it up to",18,"to","it up"
"comes in the",18,"the","comes in"
"is probably the",18,"the","is probably"
"so that was",18,"was","so that"
"the question of",18,"of","the question"
"if he had",18,"had","if he"
"work with the",18,"the","work with"
"president and chief",18,"chief","president and"
"please do not",18,"not","please do"
"on the lookout",18,"lookout","on the"
"share of the",18,"the","share of"
"at the state",18,"state","at the"
"many people are",18,"are","many people"
"took advantage of",18,"of","took advantage"
"in the upper",18,"upper","in the"
"have all the",18,"the","have all"
"the heat and",18,"and","the heat"
"less than minutes",18,"minutes","less than"
"first time he",18,"he","first time"
"on the year",18,"year","on the"
"time i got",18,"got","time i"
"do it in",18,"in","do it"
"change in the",18,"the","change in"
"few years back",18,"back","few years"
"appears to have",18,"have","appears to"
"to give them",18,"them","to give"
"if i'm not",18,"not","if i'm"
"the law and",18,"and","the law"
"me back to",18,"to","me back"
"school and the",18,"the","school and"
"if there were",18,"were","if there"
"is this the",18,"the","is this"
"have been an",18,"an","have been"
"learned how to",18,"to","learned how"
"the pursuit of",18,"of","the pursuit"
"there for a",18,"a","there for"
"a win over",18,"over","a win"
"i'd have to",18,"to","i'd have"
"at my house",18,"house","at my"
"to the idea",18,"idea","to the"
"it is difficult",18,"difficult","it is"
"because he is",18,"is","because he"
"leader of the",18,"the","leader of"
"where is the",18,"the","where is"
"we go to",18,"to","we go"
"up with her",18,"her","up with"
"time with my",18,"my","time with"
"the right way",18,"way","the right"
"they needed to",18,"to","they needed"
"of the case",18,"case","of the"
"it right now",18,"now","it right"
"were at the",18,"the","were at"
"said adding that",18,"that","said adding"
"the health care",18,"care","the health"
"like to know",18,"know","like to"
"old enough to",18,"to","old enough"
"talked about the",18,"the","talked about"
"is the worst",18,"worst","is the"
"all have a",18,"a","all have"
"any of them",18,"them","any of"
"we should have",18,"have","we should"
"than just a",18,"a","than just"
"been a great",18,"great","been a"
"the locker room",18,"room","the locker"
"were trying to",18,"to","were trying"
"how long it",18,"it","how long"
"in this series",18,"series","in this"
"have much to",18,"to","have much"
"also in the",18,"the","also in"
"since i had",18,"had","since i"
"they are doing",18,"doing","they are"
"but we were",18,"were","but we"
"is the perfect",18,"perfect","is the"
"the city to",18,"to","the city"
"as i got",18,"got","as i"
"are people who",18,"who","are people"
"life of the",18,"the","life of"
"headed back to",18,"to","headed back"
"to the story",18,"story","to the"
"that makes you",18,"you","that makes"
"when i don't",18,"don't","when i"
"where it was",18,"was","where it"
"the issue is",18,"is","the issue"
"every time you",18,"you","every time"
"don't like it",18,"it","don't like"
"somewhere in the",18,"the","somewhere in"
"is the real",18,"real","is the"
"had come to",18,"to","had come"
"time to be",18,"be","time to"
"as much of",18,"of","as much"
"list of the",18,"the","list of"
"to be found",18,"found","to be"
"he is in",18,"in","he is"
"i am hoping",18,"hoping","i am"
"for now i",18,"i","for now"
"would go to",18,"to","would go"
"she tried to",18,"to","she tried"
"was willing to",18,"to","was willing"
"a moment of",18,"of","a moment"
"quite some time",18,"time","quite some"
"not only in",18,"in","not only"
"a time and",18,"and","a time"
"lot more than",18,"than","lot more"
"all of her",18,"her","all of"
"the three of",18,"of","the three"
"on the topic",18,"topic","on the"
"the general election",18,"election","the general"
"that no matter",18,"matter","that no"
"but it would",18,"would","but it"
"of the food",18,"food","of the"
"of the block",18,"block","of the"
"the focus of",18,"of","the focus"
"to show off",18,"off","to show"
"a slice of",18,"of","a slice"
"the next generation",18,"generation","the next"
"the area and",18,"and","the area"
"as if you",18,"you","as if"
"it may have",18,"have","it may"
"i don't mind",18,"mind","i don't"
"i know a",18,"a","i know"
"would you be",18,"be","would you"
"right next to",18,"to","right next"
"you don't like",18,"like","you don't"
"that time i",18,"i","that time"
"of us to",18,"to","of us"
"had the best",18,"best","had the"
"has come to",18,"to","has come"
"do we have",18,"have","do we"
"gearing up for",18,"for","gearing up"
"hour or so",18,"so","hour or"
"them on a",18,"a","them on"
"not been able",18,"able","not been"
"to tell him",18,"him","to tell"
"allows us to",18,"to","allows us"
"be sent to",18,"to","be sent"
"i realized i",18,"i","i realized"
"for minutes or",18,"or","for minutes"
"the water and",18,"and","the water"
"to help with",18,"with","to help"
"that some people",18,"people","that some"
"one wants to",18,"to","one wants"
"i was actually",18,"actually","i was"
"really have to",18,"to","really have"
"me and said",18,"said","me and"
"they seem to",18,"to","they seem"
"earlier this week",18,"week","earlier this"
"to spend more",18,"more","to spend"
"of course this",18,"this","of course"
"is to make",18,"make","is to"
"to people who",18,"who","to people"
"put in a",18,"a","put in"
"be interesting to",18,"to","be interesting"
"doesn't seem to",18,"to","doesn't seem"
"in the yard",18,"yard","in the"
"with just a",18,"a","with just"
"spent most of",18,"of","spent most"
"go for the",18,"the","go for"
"they were so",18,"so","they were"
"to feel the",18,"the","to feel"
"it will not",18,"not","it will"
"for anyone who",18,"who","for anyone"
"they also have",18,"have","they also"
"image of the",18,"the","image of"
"there for the",18,"the","there for"
"to the way",18,"way","to the"
"asked if i",18,"i","asked if"
"on a sunday",18,"sunday","on a"
"work in a",18,"a","work in"
"associated with the",18,"the","associated with"
"involved in a",18,"a","involved in"
"able to find",18,"find","able to"
"in the sand",18,"sand","in the"
"and get to",18,"to","and get"
"know what is",18,"is","know what"
"they had no",18,"no","they had"
"is where the",18,"the","is where"
"there are lots",18,"lots","there are"
"for their own",18,"own","for their"
"and talk to",18,"to","and talk"
"is talking about",18,"about","is talking"
"of a young",18,"young","of a"
"i did i",18,"i","i did"
"be there for",18,"for","be there"
"in the bathroom",18,"bathroom","in the"
"to open up",18,"up","to open"
"we have our",18,"our","we have"
"to read and",18,"and","to read"
"look back on",18,"on","look back"
"proved to be",18,"be","proved to"
"can make the",18,"the","can make"
"to spend time",18,"time","to spend"
"top of that",18,"that","top of"
"the link to",18,"to","the link"
"lord jesus christ",18,"christ","lord jesus"
"of what the",18,"the","of what"
"but i wanted",18,"wanted","but i"
"i will just",18,"just","i will"
"continue to do",18,"do","continue to"
"me that it",18,"it","me that"
"because of that",18,"that","because of"
"day when i",18,"i","day when"
"are interested in",18,"in","are interested"
"you will never",18,"never","you will"
"to see where",18,"where","to see"
"to be held",18,"held","to be"
"on the head",18,"head","on the"
"of this book",18,"book","of this"
"fact that he",18,"he","fact that"
"to let him",18,"him","to let"
"more time to",18,"to","more time"
"a while since",18,"since","a while"
"i have in",18,"in","i have"
"in a special",18,"special","in a"
"made me think",18,"think","made me"
"that i made",18,"made","that i"
"me to take",18,"take","me to"
"at the front",18,"front","at the"
"when i read",18,"read","when i"
"it took a",18,"a","it took"
"it as well",18,"well","it as"
"as a family",18,"family","as a"
"state of mind",18,"mind","state of"
"then there was",18,"was","then there"
"by the same",18,"same","by the"
"and the more",18,"more","and the"
"few of my",18,"my","few of"
"and over the",18,"the","and over"
"couple of times",18,"times","couple of"
"and how the",18,"the","and how"
"a two year",18,"year","a two"
"my mother and",18,"and","my mother"
"the sense that",18,"that","the sense"
"it's not really",18,"really","it's not"
"for such a",18,"a","for such"
"the sight of",18,"of","the sight"
"back to her",18,"her","back to"
"not what i",18,"i","not what"
"to make our",18,"our","to make"
"into the room",18,"room","into the"
"the desire to",18,"to","the desire"
"to show the",18,"the","to show"
"it is like",18,"like","it is"
"which i am",18,"am","which i"
"past few days",18,"days","past few"
"the room and",18,"and","the room"
"i came back",18,"back","i came"
"illinois incorporated in",18,"in","illinois incorporated"
"in item c",18,"c","in item"
"it was as",18,"as","it was"
"but i couldn't",18,"couldn't","but i"
"the impression that",18,"that","the impression"
"and while i",18,"i","and while"
"say that this",18,"this","say that"
"a very small",18,"small","a very"
"to the first",18,"first","to the"
"the design team",18,"team","the design"
"to hear about",17,"about","to hear"
"makes you feel",17,"feel","makes you"
"the most powerful",17,"powerful","the most"
"you guys are",17,"are","you guys"
"out for me",17,"me","out for"
"it is possible",17,"possible","it is"
"one and only",17,"only","one and"
"go in the",17,"the","go in"
"as a human",17,"human","as a"
"that sort of",17,"of","that sort"
"i just know",17,"know","i just"
"when you need",17,"need","when you"
"me to see",17,"see","me to"
"the ncaa tournament",17,"tournament","the ncaa"
"is coming up",17,"up","is coming"
"they should have",17,"have","they should"
"you make a",17,"a","you make"
"i like this",17,"this","i like"
"think about that",17,"that","think about"
"really really really",17,"really","really really"
"to mention that",17,"that","to mention"
"every single one",17,"one","every single"
"single one of",17,"of","single one"
"all you do",17,"do","all you"
"you do you",17,"you","you do"
"and who is",17,"is","and who"
"more information on",17,"on","more information"
"is my first",17,"first","is my"
"look at a",17,"a","look at"
"is on a",17,"a","is on"
"so happy to",17,"to","so happy"
"the fate of",17,"of","the fate"
"you can still",17,"still","you can"
"a lot on",17,"on","a lot"
"the year for",17,"for","the year"
"please tell me",17,"me","please tell"
"here on the",17,"the","here on"
"can take a",17,"a","can take"
"well it is",17,"is","well it"
"not a big",17,"big","not a"
"the government to",17,"to","the government"
"it would mean",17,"mean","it would"
"hope all is",17,"is","hope all"
"to the office",17,"office","to the"
"oil and gas",17,"gas","oil and"
"and what you",17,"you","and what"
"the next one",17,"one","the next"
"i can't really",17,"really","i can't"
"in a time",17,"time","in a"
"was involved in",17,"in","was involved"
"you all have",17,"have","you all"
"you take a",17,"a","you take"
"years to come",17,"come","years to"
"up the good",17,"good","up the"
"of the men",17,"men","of the"
"quality of life",17,"life","quality of"
"on the scene",17,"scene","on the"
"in the title",17,"title","in the"
"at the new",17,"new","at the"
"in the eastern",17,"eastern","in the"
"me what i",17,"i","me what"
"it on a",17,"a","it on"
"sponsored by the",17,"the","sponsored by"
"will be announced",17,"announced","will be"
"house of blues",17,"blues","house of"
"want to help",17,"help","want to"
"a police officer",17,"officer","a police"
"out and i",17,"i","out and"
"day i was",17,"was","day i"
"wrong with that",17,"that","wrong with"
"hope you enjoyed",17,"enjoyed","hope you"
"the first week",17,"week","the first"
"if there's a",17,"a","if there's"
"at about p.m",17,"p.m","at about"
"didn't have any",17,"any","didn't have"
"the last four",17,"four","the last"
"how about a",17,"a","how about"
"me a lot",17,"lot","me a"
"trying not to",17,"to","trying not"
"on me and",17,"and","on me"
"how it was",17,"was","how it"
"so far so",17,"so","so far"
"this part of",17,"of","this part"
"lead in the",17,"the","lead in"
"mom and i",17,"i","mom and"
"pay for the",17,"the","pay for"
"will be open",17,"open","will be"
"difference between a",17,"a","difference between"
"going to play",17,"play","going to"
"to a point",17,"point","to a"
"students in the",17,"the","students in"
"from the top",17,"top","from the"
"top of a",17,"a","top of"
"a new job",17,"job","a new"
"yes i do",17,"do","yes i"
"to go but",17,"but","to go"
"need to talk",17,"talk","need to"
"into one of",17,"of","into one"
"do anything to",17,"to","do anything"
"so glad i",17,"i","so glad"
"to know if",17,"if","to know"
"than i thought",17,"thought","than i"
"is what the",17,"the","is what"
"on the net",17,"net","on the"
"can you tell",17,"tell","can you"
"if he were",17,"were","if he"
"i just wanna",17,"wanna","i just"
"to beat the",17,"the","to beat"
"to a report",17,"report","to a"
"what you say",17,"say","what you"
"do what you",17,"you","do what"
"some of its",17,"its","some of"
"what i said",17,"said","what i"
"i couldn't get",17,"get","i couldn't"
"when you were",17,"were","when you"
"while they were",17,"were","while they"
"did not return",17,"return","did not"
"it's the best",17,"best","it's the"
"where it is",17,"is","where it"
"of the major",17,"major","of the"
"and she has",17,"has","and she"
"as a good",17,"good","as a"
"a couple more",17,"more","a couple"
"of the street",17,"street","of the"
"in the heart",17,"heart","in the"
"could be used",17,"used","could be"
"out of that",17,"that","out of"
"what he did",17,"did","what he"
"especially in the",17,"the","especially in"
"in the eyes",17,"eyes","in the"
"was arrested in",17,"in","was arrested"
"can think of",17,"of","can think"
"i got this",17,"this","i got"
"what i'm doing",17,"doing","what i'm"
"so in the",17,"the","so in"
"they were both",17,"both","they were"
"have seen the",17,"the","have seen"
"this weekend i",17,"i","this weekend"
"with so many",17,"many","with so"
"player in the",17,"the","player in"
"out there that",17,"that","out there"
"to make his",17,"his","to make"
"he has no",17,"no","he has"
"the way up",17,"up","the way"
"everyone in the",17,"the","everyone in"
"love to know",17,"know","love to"
"never give up",17,"up","never give"
"in the previous",17,"previous","in the"
"stay at home",17,"home","stay at"
"grateful for the",17,"the","grateful for"
"to get our",17,"our","to get"
"because he has",17,"has","because he"
"he told the",17,"the","he told"
"and i'm just",17,"just","and i'm"
"letter to the",17,"the","letter to"
"of the body",17,"body","of the"
"how it goes",17,"goes","how it"
"i going to",17,"to","i going"
"within the next",17,"next","within the"
"who do you",17,"you","who do"
"does not know",17,"know","does not"
"i can hear",17,"hear","i can"
"and many of",17,"of","and many"
"i'm not really",17,"really","i'm not"
"last season and",17,"and","last season"
"i was living",17,"living","i was"
"county prosecutor's office",17,"office","county prosecutor's"
"on the computer",17,"computer","on the"
"is to have",17,"have","is to"
"you choose to",17,"to","you choose"
"available at the",17,"the","available at"
"if you see",17,"see","if you"
"money for the",17,"the","money for"
"to sit in",17,"in","to sit"
"are you kidding",17,"kidding","are you"
"for me it's",17,"it's","for me"
"to move the",17,"the","to move"
"all know that",17,"that","all know"
"these days i",17,"i","these days"
"we are very",17,"very","we are"
"i hate that",17,"that","i hate"
"going to sleep",17,"sleep","going to"
"glad to have",17,"have","glad to"
"the school district",17,"district","the school"
"a shout out",17,"out","a shout"
"take me to",17,"to","take me"
"looking at a",17,"a","looking at"
"me not to",17,"to","me not"
"will be my",17,"my","will be"
"is what we",17,"we","is what"
"but i knew",17,"knew","but i"
"a box of",17,"of","a box"
"that's the only",17,"only","that's the"
"given to the",17,"the","given to"
"for less than",17,"than","for less"
"and that's the",17,"the","and that's"
"himself as a",17,"a","himself as"
"and is the",17,"the","and is"
"in the video",17,"video","in the"
"hard not to",17,"to","hard not"
"i was always",17,"always","i was"
"i didn't like",17,"like","i didn't"
"have been made",17,"made","have been"
"i just wish",17,"wish","i just"
"is a major",17,"major","is a"
"to try out",17,"out","to try"
"teams in the",17,"the","teams in"
"really like to",17,"to","really like"
"would never have",17,"have","would never"
"for my birthday",17,"birthday","for my"
"check them out",17,"out","check them"
"only if you",17,"you","only if"
"you know it's",17,"it's","you know"
"would be like",17,"like","would be"
"to try the",17,"the","to try"
"but what about",17,"about","but what"
"a symbol of",17,"of","a symbol"
"i do this",17,"this","i do"
"the place where",17,"where","the place"
"the next week",17,"week","the next"
"in the number",17,"number","in the"
"is up to",17,"to","is up"
"didn't seem to",17,"to","didn't seem"
"do what they",17,"they","do what"
"in an e",17,"e","in an"
"off the hook",17,"hook","off the"
"it so i",17,"i","it so"
"all it was",17,"was","all it"
"is there any",17,"any","is there"
"last night was",17,"was","last night"
"from all the",17,"the","from all"
"to take my",17,"my","to take"
"led to a",17,"a","led to"
"the weekend i",17,"i","the weekend"
"with the big",17,"big","with the"
"and added a",17,"a","and added"
"week at the",17,"the","week at"
"do not be",17,"be","do not"
"me for the",17,"the","me for"
"floor of the",17,"the","floor of"
"for us and",17,"and","for us"
"who don't know",17,"know","who don't"
"which is not",17,"not","which is"
"will be playing",17,"playing","will be"
"to open a",17,"a","to open"
"manager of the",17,"the","manager of"
"even have to",17,"to","even have"
"is to find",17,"find","is to"
"connection with the",17,"the","connection with"
"it might have",17,"have","it might"
"with my life",17,"life","with my"
"is responsible for",17,"for","is responsible"
"his role in",17,"in","his role"
"good for the",17,"the","good for"
"which was the",17,"the","which was"
"him to get",17,"get","him to"
"are more than",17,"than","are more"
"i may be",17,"be","i may"
"friday and saturday",17,"saturday","friday and"
"made in the",17,"the","made in"
"that you do",17,"do","that you"
"how to be",17,"be","how to"
"taken care of",17,"of","taken care"
"for the u.s",17,"u.s","for the"
"in my experience",17,"experience","in my"
"an opportunity for",17,"for","an opportunity"
"problem with the",17,"the","problem with"
"of the matter",17,"matter","of the"
"has had a",17,"a","has had"
"mom and dad",17,"dad","mom and"
"are allowed to",17,"to","are allowed"
"that's the way",17,"way","that's the"
"we may be",17,"be","we may"
"off at the",17,"the","off at"
"a week of",17,"of","a week"
"court of appeals",17,"appeals","court of"
"i know you're",17,"you're","i know"
"feel as if",17,"if","feel as"
"the european union",17,"union","the european"
"in the following",17,"following","in the"
"i can't see",17,"see","i can't"
"asked me if",17,"if","asked me"
"up and running",17,"running","up and"
"not to make",17,"make","not to"
"have the ability",17,"ability","have the"
"this year but",17,"but","this year"
"be up to",17,"to","be up"
"hard to be",17,"be","hard to"
"the things we",17,"we","the things"
"this to be",17,"be","this to"
"the government has",17,"has","the government"
"tell the truth",17,"truth","tell the"
"respect for the",17,"the","respect for"
"in the two",17,"two","in the"
"to fill the",17,"the","to fill"
"the only other",17,"other","the only"
"benefit of the",17,"the","benefit of"
"that it's a",17,"a","that it's"
"they are still",17,"still","they are"
"are among the",17,"the","are among"
"with the word",17,"word","with the"
"one third of",17,"of","one third"
"of food and",17,"and","of food"
"we are at",17,"at","we are"
"at home i",17,"i","at home"
"year old who",17,"who","year old"
"a team of",17,"of","a team"
"than a decade",17,"decade","than a"
"he tries to",17,"to","he tries"
"enough time to",17,"to","enough time"
"the shadow of",17,"of","the shadow"
"but he doesn't",17,"doesn't","but he"
"to get better",17,"better","to get"
