"word","count","nextWord","phrase"
"closer to a",6,"a","closer to"
"off to school",6,"school","off to"
"on the use",6,"use","on the"
"wonder if he",6,"he","wonder if"
"all out of",6,"of","all out"
"to bear the",6,"the","to bear"
"the state should",6,"should","the state"
"question whether the",6,"the","question whether"
"in an apartment",6,"apartment","in an"
"will work for",6,"for","will work"
"going to church",6,"church","going to"
"don't look at",6,"at","don't look"
"on that front",6,"front","on that"
"stated in the",6,"the","stated in"
"have as many",6,"many","have as"
"someone else to",6,"to","someone else"
"the seventh inning",6,"inning","the seventh"
"the law firm",6,"firm","the law"
"no idea who",6,"who","no idea"
"people who know",6,"know","people who"
"the end you",6,"you","the end"
"question of how",6,"how","question of"
"does not matter",6,"matter","does not"
"knew there was",6,"was","knew there"
"in the british",6,"british","in the"
"weight of the",6,"the","weight of"
"perhaps this is",6,"is","perhaps this"
"with the program",6,"program","with the"
"it that much",6,"much","it that"
"more sense to",6,"to","more sense"
"to cook for",6,"for","to cook"
"is the next",6,"next","is the"
"on as a",6,"a","on as"
"a big thank",6,"thank","a big"
"learned about the",6,"the","learned about"
"you want something",6,"something","you want"
"it but this",6,"this","it but"
"happen to you",6,"you","happen to"
"make it difficult",6,"difficult","make it"
"what about a",6,"a","what about"
"take a minute",6,"minute","take a"
"at every turn",6,"turn","at every"
"i came out",6,"out","i came"
"i looked for",6,"for","i looked"
"to the rescue",6,"rescue","to the"
"walk on the",6,"the","walk on"
"the salvation army",6,"army","the salvation"
"last month and",6,"and","last month"
"of course in",6,"in","of course"
"hear about the",6,"the","hear about"
"out but the",6,"the","out but"
"years of my",6,"my","years of"
"to months in",6,"in","to months"
"i was home",6,"home","i was"
"face as she",6,"she","face as"
"nothing to worry",6,"worry","nothing to"
"thing you are",6,"are","thing you"
"a family in",6,"in","a family"
"is not very",6,"very","is not"
"this is important",6,"important","this is"
"but the best",6,"best","but the"
"thinking about you",6,"you","thinking about"
"person who can",6,"can","person who"
"on your toes",6,"toes","on your"
"when in the",6,"the","when in"
"is the part",6,"part","is the"
"when is your",6,"your","when is"
"have a solid",6,"solid","have a"
"of the wild",6,"wild","of the"
"am so sorry",6,"sorry","am so"
"how excited i",6,"i","how excited"
"he said people",6,"people","he said"
"to go you",6,"you","to go"
"time when we",6,"we","time when"
"to hear back",6,"back","to hear"
"has given the",6,"the","has given"
"what you don't",6,"don't","what you"
"the volume of",6,"of","the volume"
"just realized i",6,"i","just realized"
"because so many",6,"many","because so"
"to the article",6,"article","to the"
"victory of the",6,"the","victory of"
"thanks for having",6,"having","thanks for"
"would return to",6,"to","would return"
"the season for",6,"for","the season"
"so much work",6,"work","so much"
"proud of me",6,"me","proud of"
"at this year's",6,"year's","at this"
"when did i",6,"i","when did"
"a risk to",6,"to","a risk"
"of law enforcement",6,"enforcement","of law"
"the country's most",6,"most","the country's"
"bad at all",6,"all","bad at"
"the east and",6,"and","the east"
"in bed and",6,"and","in bed"
"his career he",6,"he","his career"
"hoping to get",6,"get","hoping to"
"in january but",6,"but","in january"
"don't see how",6,"how","don't see"
"go with my",6,"my","go with"
"with my phone",6,"phone","with my"
"let's keep it",6,"it","let's keep"
"till i get",6,"get","till i"
"person you are",6,"are","person you"
"through the season",6,"season","through the"
"before and i",6,"i","before and"
"opportunity to get",6,"get","opportunity to"
"may try to",6,"to","may try"
"a standing ovation",6,"ovation","a standing"
"of your book",6,"book","of your"
"i should add",6,"add","i should"
"god has given",6,"given","god has"
"by my friend",6,"friend","by my"
"to los angeles",6,"angeles","to los"
"of the period",6,"period","of the"
"the years the",6,"the","the years"
"long time now",6,"now","long time"
"where it's at",6,"at","where it's"
"and the nature",6,"nature","and the"
"want to throw",6,"throw","want to"
"school of business",6,"business","school of"
"ever there was",6,"was","ever there"
"was a way",6,"way","was a"
"last night as",6,"as","last night"
"said the bill",6,"bill","said the"
"chance of getting",6,"getting","chance of"
"don't like that",6,"that","don't like"
"how can a",6,"a","how can"
"line of work",6,"work","line of"
"me i feel",6,"feel","me i"
"all i see",6,"see","all i"
"first person to",6,"to","first person"
"this to me",6,"me","this to"
"that holds the",6,"the","that holds"
"in scoring position",6,"position","in scoring"
"will miss the",6,"the","will miss"
"of that year",6,"year","of that"
"you say the",6,"the","you say"
"however with the",6,"the","however with"
"all the help",6,"help","all the"
"so and so",6,"so","so and"
"the internet it",6,"it","the internet"
"off to sleep",6,"sleep","off to"
"to sleep so",6,"so","to sleep"
"to low and",6,"and","to low"
"but the price",6,"price","but the"
"the condition of",6,"of","the condition"
"have been even",6,"even","have been"
"yes i was",6,"was","yes i"
"and put in",6,"in","and put"
"given to us",6,"us","given to"
"u need a",6,"a","u need"
"she could take",6,"take","she could"
"at a.m on",6,"on","at a.m"
"on the pavement",6,"pavement","on the"
"he not only",6,"only","he not"
"that just made",6,"made","that just"
"i knew who",6,"who","i knew"
"and seemed to",6,"to","and seemed"
"and get one",6,"one","and get"
"course is a",6,"a","course is"
"have an idea",6,"idea","have an"
"why we can't",6,"can't","why we"
"warned that the",6,"the","warned that"
"there is too",6,"too","there is"
"comply with the",6,"the","comply with"
"from now until",6,"until","from now"
"letting you know",6,"know","letting you"
"and loving it",6,"it","and loving"
"i've been meaning",6,"meaning","i've been"
"employees in the",6,"the","employees in"
"it doesn't need",6,"need","it doesn't"
"set the world",6,"world","set the"
"i'll see what",6,"what","i'll see"
"in a class",6,"class","in a"
"need to pay",6,"pay","need to"
"of the growing",6,"growing","of the"
"we won't be",6,"be","we won't"
"yesterday i had",6,"had","yesterday i"
"the two time",6,"time","the two"
"clash of the",6,"the","clash of"
"do well with",6,"with","do well"
"he talks about",6,"about","he talks"
"get the fuck",6,"fuck","get the"
"the year after",6,"after","the year"
"and struck out",6,"out","and struck"
"world would be",6,"be","world would"
"would be much",6,"much","would be"
"but he does",6,"does","but he"
"you enjoyed it",6,"it","you enjoyed"
"and a healthy",6,"healthy","and a"
"responses to the",6,"the","responses to"
"of well being",6,"being","of well"
"started to see",6,"see","started to"
"two goals and",6,"and","two goals"
"looking for more",6,"more","looking for"
"the world famous",6,"famous","the world"
"the most striking",6,"striking","the most"
"years but i",6,"i","years but"
"follow me so",6,"so","follow me"
"her own and",6,"and","her own"
"in a victory",6,"victory","in a"
"against the orioles",6,"orioles","against the"
"they decide to",6,"to","they decide"
"in much of",6,"of","in much"
"say that is",6,"is","say that"
"of the report",6,"report","of the"
"you to our",6,"our","you to"
"have found the",6,"the","have found"
"should be fine",6,"fine","should be"
"so i should",6,"should","so i"
"along with my",6,"my","along with"
"not guilty to",6,"to","not guilty"
"guilty to the",6,"the","guilty to"
"to update the",6,"the","to update"
"and a wonderful",6,"wonderful","and a"
"can't believe i'm",6,"i'm","can't believe"
"found its way",6,"way","found its"
"way from the",6,"the","way from"
"as a precaution",6,"precaution","as a"
"with us in",6,"in","with us"
"started for the",6,"the","started for"
"great start to",6,"to","great start"
"us a call",6,"call","us a"
"the complexity of",6,"of","the complexity"
"across the river",6,"river","across the"
"you are probably",6,"probably","you are"
"important as the",6,"the","important as"
"never seen the",6,"the","never seen"
"know what she",6,"she","know what"
"the board the",6,"the","the board"
"and so is",6,"is","and so"
"have a similar",6,"similar","have a"
"a real sense",6,"sense","a real"
"he was gone",6,"gone","he was"
"think it's more",6,"more","think it's"
"what happened was",6,"was","what happened"
"thought they would",6,"would","thought they"
"on a side",6,"side","on a"
"time is right",6,"right","time is"
"what i hear",6,"hear","what i"
"the car is",6,"is","the car"
"full of fun",6,"fun","full of"
"back to haunt",6,"haunt","back to"
"a short film",6,"film","a short"
"name to the",6,"the","name to"
"see a picture",6,"picture","see a"
"down with the",6,"the","down with"
"don't make a",6,"a","don't make"
"he is quite",6,"quite","he is"
"think we may",6,"may","think we"
"question is what",6,"what","question is"
"that's why you",6,"you","that's why"
"i feel pretty",6,"pretty","i feel"
"the city as",6,"as","the city"
"if she has",6,"has","if she"
"get back from",6,"from","get back"
"easter egg hunt",6,"hunt","easter egg"
"just returned from",6,"from","just returned"
"it is easier",6,"easier","it is"
"easier to find",6,"find","easier to"
"ran up to",6,"to","ran up"
"expected to get",6,"get","expected to"
"early this morning",6,"morning","early this"
"bit of it",6,"it","bit of"
"the church is",6,"is","the church"
"you really think",6,"think","you really"
"to be awesome",6,"awesome","to be"
"could be there",6,"there","could be"
"there but i",6,"i","there but"
"i'm gonna miss",6,"miss","i'm gonna"
"as of this",6,"this","as of"
"on it so",6,"so","on it"
"years younger than",6,"than","years younger"
"created by the",6,"the","created by"
"don't end up",6,"up","don't end"
"plan to do",6,"do","plan to"
"have at the",6,"the","have at"
"nation and the",6,"the","nation and"
"and have their",6,"their","and have"
"was bound to",6,"to","was bound"
"to run into",6,"into","to run"
"we are about",6,"about","we are"
"could just as",6,"as","could just"
"i haven't read",6,"read","i haven't"
"away to a",6,"a","away to"
"and happy new",6,"new","and happy"
"said he said",6,"said","said he"
"on tuesday to",6,"to","on tuesday"
"came to visit",6,"visit","came to"
"i asked for",6,"for","i asked"
"could get to",6,"to","could get"
"isn't a big",6,"big","isn't a"
"from the three",6,"three","from the"
"didn't have time",6,"time","didn't have"
"the world so",6,"so","the world"
"from my friend",6,"friend","from my"
"even know how",6,"how","even know"
"is a top",6,"top","is a"
"began in the",6,"the","began in"
"week after the",6,"the","week after"
"an ad for",6,"for","an ad"
"and sell the",6,"the","and sell"
"to snag a",6,"a","to snag"
"to secure a",6,"a","to secure"
"and just about",6,"about","and just"
"what's on the",6,"the","what's on"
"of the usual",6,"usual","of the"
"leave me alone",6,"alone","leave me"
"that we shouldn't",6,"shouldn't","that we"
"he is doing",6,"doing","he is"
"he declined to",6,"to","he declined"
"i'm back to",6,"to","i'm back"
"in some areas",6,"areas","in some"
"with a whole",6,"whole","with a"
"me a great",6,"great","me a"
"if it does",6,"does","if it"
"two months ago",6,"ago","two months"
"you can almost",6,"almost","you can"
"said as she",6,"she","said as"
"a provision that",6,"that","a provision"
"again i would",6,"would","again i"
"my head but",6,"but","my head"
"on march and",6,"and","on march"
"happy to announce",6,"announce","happy to"
"away at the",6,"the","away at"
"days to get",6,"get","days to"
"said to myself",6,"myself","said to"
"not paying attention",6,"attention","not paying"
"the event the",6,"the","the event"
"the changes in",6,"in","the changes"
"the possibilities are",6,"are","the possibilities"
"possibilities are endless",6,"endless","possibilities are"
"sure you know",6,"know","sure you"
"isn't the only",6,"only","isn't the"
"day i got",6,"got","day i"
"to everyone but",6,"but","to everyone"
"from their homes",6,"homes","from their"
"to find yourself",6,"yourself","to find"
"the bases loaded",6,"loaded","the bases"
"by the pool",6,"pool","by the"
"we do to",6,"to","we do"
"was elected to",6,"to","was elected"
"happy with what",6,"what","happy with"
"hard enough to",6,"to","hard enough"
"and i looked",6,"looked","and i"
"he said there's",6,"there's","he said"
"be back on",6,"on","be back"
"get a bit",6,"bit","get a"
"something you don't",6,"don't","something you"
"round the world",6,"world","round the"
"says it has",6,"has","says it"
"the air conditioning",6,"conditioning","the air"
"in the power",6,"power","in the"
"and says he",6,"he","and says"
"the cost to",6,"to","the cost"
"said he likes",6,"likes","said he"
"is right now",6,"now","is right"
"also able to",6,"to","also able"
"at a school",6,"school","at a"
"is it for",6,"for","is it"
"week i will",6,"will","week i"
"the globe and",6,"and","the globe"
"about how he",6,"he","about how"
"close to her",6,"her","close to"
"of my children",6,"children","of my"
"my children have",6,"have","my children"
"hats off to",6,"to","hats off"
"deals with the",6,"the","deals with"
"as members of",6,"of","as members"
"will attend the",6,"the","will attend"
"have returned to",6,"to","have returned"
"and not about",6,"about","and not"
"percent of all",6,"all","percent of"
"it would appear",6,"appear","it would"
"a great success",6,"success","a great"
"father and the",6,"the","father and"
"comes to my",6,"my","comes to"
"all for it",6,"it","all for"
"night with my",6,"my","night with"
"rain or shine",6,"shine","rain or"
"just looked at",6,"at","just looked"
"at the nfl",6,"nfl","at the"
"only takes a",6,"a","only takes"
"to go this",6,"this","to go"
"asked me why",6,"why","asked me"
"i tell the",6,"the","i tell"
"lady at the",6,"the","lady at"
"and the federal",6,"federal","and the"
"that although the",6,"the","that although"
"is by no",6,"no","is by"
"has been taken",6,"taken","has been"
"hearing from you",6,"you","hearing from"
"market in the",6,"the","market in"
"with members of",6,"of","with members"
"it wasn't enough",6,"enough","it wasn't"
"because it's so",6,"so","because it's"
"lot of friends",6,"friends","lot of"
"one half of",6,"of","one half"
"the team with",6,"with","the team"
"at the request",6,"request","at the"
"one day after",6,"after","one day"
"to close in",6,"in","to close"
"been around since",6,"since","been around"
"am i right",6,"right","am i"
"wanted to help",6,"help","wanted to"
"you love to",6,"to","you love"
"did not show",6,"show","did not"
"days on the",6,"the","days on"
"a run to",6,"to","a run"
"to the sun",6,"sun","to the"
"able to continue",6,"continue","able to"
"because i've been",6,"been","because i've"
"been going through",6,"through","been going"
"in and they",6,"they","in and"
"what they might",6,"might","what they"
"will be less",6,"less","will be"
"they might have",6,"have","they might"
"the inability to",6,"to","the inability"
"people will never",6,"never","people will"
"the ball to",6,"to","the ball"
"really missing out",6,"out","really missing"
"to where it",6,"it","to where"
"i had when",6,"when","i had"
"be up for",6,"for","be up"
"like he did",6,"did","like he"
"you all a",6,"a","you all"
"they needed a",6,"a","they needed"
"does it feel",6,"feel","does it"
"we always have",6,"have","we always"
"are days when",6,"when","are days"
"area and the",6,"the","area and"
"to lose the",6,"the","to lose"
"and the price",6,"price","and the"
"mean a lot",6,"lot","mean a"
"on draft day",6,"day","on draft"
"you look back",6,"back","you look"
"and tell her",6,"her","and tell"
"they would get",6,"get","they would"
"of those shows",6,"shows","of those"
"to sort through",6,"through","to sort"
"i really just",6,"just","i really"
"to head out",6,"out","to head"
"do not make",6,"make","do not"
"will be ready",6,"ready","will be"
"just needed to",6,"to","just needed"
"claimed to be",6,"be","claimed to"
"i mentioned earlier",6,"earlier","i mentioned"
"where is your",6,"your","where is"
"what makes this",6,"this","what makes"
"go to another",6,"another","go to"
"for the council",6,"council","for the"
"it means the",6,"the","it means"
"saying is that",6,"that","saying is"
"my siblings and",6,"and","my siblings"
"and senior services",6,"services","and senior"
"to help your",6,"your","to help"
"me hope that",6,"that","me hope"
"to win some",6,"some","to win"
"put this on",6,"on","put this"
"and a happy",6,"happy","and a"
"said last year",6,"year","said last"
"still like to",6,"to","still like"
"need to hang",6,"hang","need to"
"lay it down",6,"down","lay it"
"has struggled to",6,"to","has struggled"
"this year of",6,"of","this year"
"into the ground",6,"ground","into the"
"catch up to",6,"to","catch up"
"i am most",6,"most","i am"
"love it so",6,"so","love it"
"that went to",6,"to","that went"
"of everything that",6,"that","of everything"
"his cell phone",6,"phone","his cell"
"has developed a",6,"a","has developed"
"lol but i",6,"i","lol but"
"do you recommend",6,"recommend","do you"
"idea of how",6,"how","idea of"
"said the county",6,"county","said the"
"the nba is",6,"is","the nba"
"as a business",6,"business","as a"
"and grew up",6,"up","and grew"
"time right now",6,"now","time right"
"tried to tell",6,"tell","tried to"
"fun with it",6,"it","fun with"
"to a private",6,"private","to a"
"the space shuttle",6,"shuttle","the space"
"paying for a",6,"a","paying for"
"someone in your",6,"your","someone in"
"with their children",6,"children","with their"
"to eliminate the",6,"the","to eliminate"
"did nothing wrong",6,"wrong","did nothing"
"year to the",6,"the","year to"
"had agreed to",6,"to","had agreed"
"had told him",6,"him","had told"
"that his wife",6,"wife","that his"
"of spring and",6,"and","of spring"
"the wheel of",6,"of","the wheel"
"more about how",6,"how","more about"
"than they have",6,"have","than they"
"i am even",6,"even","i am"
"the garden in",6,"in","the garden"
"so do i",6,"i","so do"
"development of a",6,"a","development of"
"want to hurt",6,"hurt","want to"
"off to my",6,"my","off to"
"for some new",6,"new","for some"
"it just seemed",6,"seemed","it just"
"it for all",6,"all","it for"
"and didn't know",6,"know","and didn't"
"do it now",6,"now","do it"
"a one time",6,"time","a one"
"and said that",6,"that","and said"
"in class and",6,"and","in class"
"on in and",6,"and","on in"
"so hard for",6,"for","so hard"
"cross your fingers",6,"fingers","cross your"
"weeks ago in",6,"in","weeks ago"
"just north of",6,"of","just north"
"is a term",6,"term","is a"
"medical center and",6,"and","medical center"
"first six months",6,"months","first six"
"yet but i'm",6,"i'm","yet but"
"occurred in the",6,"the","occurred in"
"the moon on",6,"on","the moon"
"have is a",6,"a","have is"
"participate in all",6,"all","participate in"
"we make our",6,"our","we make"
"his sense of",6,"of","his sense"
"were forced to",6,"to","were forced"
"are making a",6,"a","are making"
"the difficulty of",6,"of","the difficulty"
"do we really",6,"really","do we"
"manager for the",6,"the","manager for"
"your favorite song",6,"song","your favorite"
"looks forward to",6,"to","looks forward"
"hundreds of years",6,"years","hundreds of"
"i miss him",6,"him","i miss"
"i would only",6,"only","i would"
"break up with",6,"with","break up"
"be so lucky",6,"lucky","be so"
"at all if",6,"if","at all"
"running for the",6,"the","running for"
"are doing well",6,"well","are doing"
"as a symbol",6,"symbol","as a"
"a bid to",6,"to","a bid"
"buy into the",6,"the","buy into"
"need to follow",6,"follow","need to"
"you would love",6,"love","you would"
"went to pick",6,"pick","went to"
"something i could",6,"could","something i"
"you for having",6,"having","you for"
"happy to share",6,"share","happy to"
"will have some",6,"some","will have"
"matter what you",6,"you","matter what"
"since you are",6,"are","since you"
"yet we are",6,"are","yet we"
"read the story",6,"story","read the"
"close enough to",6,"to","close enough"
"internal revenue service",6,"service","internal revenue"
"of the wonderful",6,"wonderful","of the"
"is enough to",6,"to","is enough"
"he has already",6,"already","he has"
"corn on the",6,"the","corn on"
"the follow up",6,"up","the follow"
"follow up to",6,"to","follow up"
"in the deep",6,"deep","in the"
"that calls for",6,"for","that calls"
"how to give",6,"give","how to"
"that is happening",6,"happening","that is"
"she had not",6,"not","she had"
"we bought a",6,"a","we bought"
"my dad was",6,"was","my dad"
"children for the",6,"the","children for"
"his relationship with",6,"with","his relationship"
"at least half",6,"half","at least"
"i cannot remember",6,"remember","i cannot"
"will be added",6,"added","will be"
"calories calories from",6,"from","calories calories"
"of total calories",6,"calories","of total"
"mg cholesterol g",6,"g","mg cholesterol"
"protein g fiber",6,"fiber","protein g"
"go where the",6,"the","go where"
"it's almost like",6,"like","it's almost"
"a row and",6,"and","a row"
"heat and simmer",6,"simmer","heat and"
"you may recall",6,"recall","you may"
"from a recent",6,"recent","from a"
"he led the",6,"the","he led"
"anything but a",6,"a","anything but"
"some might say",6,"say","some might"
"to show her",6,"her","to show"
"to be funny",6,"funny","to be"
"and place the",6,"the","and place"
"he is but",6,"but","he is"
"you can but",6,"but","you can"
"to her for",6,"for","to her"
"either of those",6,"those","either of"
"realized i was",6,"was","realized i"
"worth it to",6,"to","worth it"
"good for them",6,"them","good for"
"not involved in",6,"in","not involved"
"to need a",6,"a","to need"
"better than nothing",6,"nothing","better than"
"i think not",6,"not","i think"
"to share their",6,"their","to share"
"difficult for me",6,"me","difficult for"
"mind when you",6,"you","mind when"
"of the hardest",6,"hardest","of the"
"always be the",6,"the","always be"
"my house at",6,"at","my house"
"is greater than",6,"than","is greater"
"to satisfy the",6,"the","to satisfy"
"in america and",6,"and","in america"
"only a little",6,"little","only a"
"you all so",6,"so","you all"
"be kind of",6,"of","be kind"
"make me so",6,"so","make me"
"pointing to the",6,"the","pointing to"
"the willingness to",6,"to","the willingness"
"in the dining",6,"dining","in the"
"just starting to",6,"to","just starting"
"held on the",6,"the","held on"
"to have done",6,"done","to have"
"he thought the",6,"the","he thought"
"back and enjoy",6,"enjoy","back and"
"in a much",6,"much","in a"
"the bride and",6,"and","the bride"
"cover it up",6,"up","cover it"
"a tea party",6,"party","a tea"
"i try not",6,"not","i try"
"concentrate on my",6,"my","concentrate on"
"who make a",6,"a","who make"
"the man of",6,"of","the man"
"sit on my",6,"my","sit on"
"one of only",6,"only","one of"
"sunny with a",6,"a","sunny with"
"feel so good",6,"good","feel so"
"and i'd like",6,"like","and i'd"
"a song or",6,"or","a song"
"are not eligible",6,"eligible","are not"
"and the district",6,"district","and the"
"that's how much",6,"much","that's how"
"it's not clear",6,"clear","it's not"
"me i'm a",6,"a","me i'm"
"out of date",6,"date","out of"
"to follow and",6,"and","to follow"
"is the book",6,"book","is the"
"cut and paste",6,"paste","cut and"
"if he wants",6,"wants","if he"
"of the wood",6,"wood","of the"
"he has won",6,"won","he has"
"as a year",6,"year","as a"
"set and the",6,"the","set and"
"words with friends",6,"friends","words with"
"i couldn't imagine",6,"imagine","i couldn't"
"when i grow",6,"grow","when i"
"a c section",6,"section","a c"
"waking up at",6,"at","waking up"
"at least your",6,"your","at least"
"for a car",6,"car","for a"
"the love you",6,"you","the love"
"to the love",6,"love","to the"
"have the patience",6,"patience","have the"
"its all about",6,"about","its all"
"wanted to leave",6,"leave","wanted to"
"come home to",6,"to","come home"
"talked to me",6,"me","talked to"
"about what kind",6,"kind","about what"
"the mail from",6,"from","the mail"
"be wary of",6,"of","be wary"
"but will be",6,"be","but will"
"am doing a",6,"a","am doing"
"at the far",6,"far","at the"
"know i do",6,"do","know i"
"i do you",6,"you","i do"
"of at the",6,"the","of at"
"party last night",6,"night","party last"
"baptist medical center",6,"center","baptist medical"
"something completely different",6,"different","something completely"
"you are beautiful",6,"beautiful","you are"
"want to build",6,"build","want to"
"at the lake",6,"lake","at the"
"not worth the",6,"the","not worth"
"much more likely",6,"likely","much more"
"more likely that",6,"that","more likely"
"so let us",6,"us","so let"
"in the largest",6,"largest","in the"
"advice on how",6,"how","advice on"
"right now if",6,"if","right now"
"now if i",6,"i","now if"
"spent much of",6,"of","spent much"
"it was but",6,"but","it was"
"a national championship",6,"championship","a national"
"i can't talk",6,"talk","i can't"
"will do this",6,"this","will do"
"one step at",6,"at","one step"
"the conversation and",6,"and","the conversation"
"super excited to",6,"to","super excited"
"of the department's",6,"department's","of the"
"and leave your",6,"your","and leave"
"has emerged as",6,"as","has emerged"
"the arab spring",6,"spring","the arab"
"a certain time",6,"time","a certain"
"out the front",6,"front","out the"
"and i missed",6,"missed","and i"
"to force the",6,"the","to force"
"here comes the",6,"the","here comes"
"on the carpet",6,"carpet","on the"
"dogs in the",6,"the","dogs in"
"in the dead",6,"dead","in the"
"the dead of",6,"of","the dead"
"maybe i am",6,"am","maybe i"
"of what has",6,"has","of what"
"since then we",6,"we","since then"
"time on a",6,"a","time on"
"or so before",6,"before","or so"
"is the national",6,"national","is the"
"probably one of",6,"of","probably one"
"sing happy birthday",6,"birthday","sing happy"
"didn't even have",6,"have","didn't even"
"the securities and",6,"and","the securities"
"a friend or",6,"or","a friend"
"sure of it",6,"it","sure of"
"thank you d",6,"d","thank you"
"like watching a",6,"a","like watching"
"to take effect",6,"effect","to take"
"with a laugh",6,"laugh","with a"
"is the two",6,"two","is the"
"to the families",6,"families","to the"
"what was that",6,"that","what was"
"in his right",6,"right","in his"
"you are really",6,"really","you are"
"over all the",6,"the","over all"
"who cares if",6,"if","who cares"
"no longer has",6,"has","no longer"
"makes me a",6,"a","makes me"
"how old is",6,"is","how old"
"is a baby",6,"baby","is a"
"santa clara county",6,"county","santa clara"
"of the attack",6,"attack","of the"
"would you go",6,"go","would you"
"get off your",6,"your","get off"
"back i don't",6,"don't","back i"
"the field in",6,"in","the field"
"field in the",6,"the","field in"
"set up my",6,"my","set up"
"learn about the",6,"the","learn about"
"to restore the",6,"the","to restore"
"take up the",6,"the","take up"
"you have on",6,"on","you have"
"a very special",6,"special","a very"
"from having to",6,"to","from having"
"to support and",6,"and","to support"
"see if he",6,"he","see if"
"of the days",6,"days","of the"
"this film is",6,"is","this film"
"six months to",6,"to","six months"
"this would have",6,"have","this would"
"i'm not in",6,"in","i'm not"
"not fair to",6,"to","not fair"
"that allows us",6,"us","that allows"
"no later than",6,"than","no later"
"cut back on",6,"on","cut back"
"having one of",6,"of","having one"
"of a modern",6,"modern","of a"
"err on the",6,"the","err on"
"day of spring",6,"spring","day of"
"in violation of",6,"of","in violation"
"trying to create",6,"create","trying to"
"alarm went off",6,"off","alarm went"
"i can't give",6,"give","i can't"
"the call of",6,"of","the call"
"employees of the",6,"the","employees of"
"checking it out",6,"out","checking it"
"that began with",6,"with","that began"
"with a strong",6,"strong","with a"
"in my back",6,"back","in my"
"more than 500,000",6,"500,000","more than"
"he entered the",6,"the","he entered"
"now trying to",6,"to","now trying"
"this a good",6,"good","this a"
"well you know",6,"know","well you"
"was taking place",6,"place","was taking"
"me wrong but",6,"but","me wrong"
"i started a",6,"a","i started"
"not as much",6,"much","not as"
"the home was",6,"was","the home"
"fall for the",6,"the","fall for"
"the arizona republic",6,"republic","the arizona"
"girl who has",6,"has","girl who"
"or take a",6,"a","or take"
"you it is",6,"is","you it"
"that's how the",6,"the","that's how"
"we plan to",6,"to","we plan"
"like the rest",6,"rest","like the"
"because he doesn't",6,"doesn't","because he"
"all is good",6,"good","all is"
"a lovely weekend",6,"weekend","a lovely"
"the site where",6,"where","the site"
"in pursuit of",6,"of","in pursuit"
"where i'm going",6,"going","where i'm"
"around a lot",6,"lot","around a"
"be like the",6,"the","be like"
"the country it",6,"it","the country"
"started on the",6,"the","started on"
"to room temperature",6,"temperature","to room"
"to kill him",6,"him","to kill"
"where u at",6,"at","where u"
"same time but",6,"but","same time"
"during the time",6,"time","during the"
"used to this",6,"this","used to"
"time of it",6,"it","time of"
"to the outside",6,"outside","to the"
"the outside and",6,"and","the outside"
"integrity of the",6,"the","integrity of"
"his life he",6,"he","his life"
"said of his",6,"his","said of"
"havoc on the",6,"the","havoc on"
"with old friends",6,"friends","with old"
"the full time",6,"time","the full"
"say in the",6,"the","say in"
"just up the",6,"the","just up"
"seem a little",6,"little","seem a"
"have never heard",6,"heard","have never"
"in lots of",6,"of","in lots"
"for the purposes",6,"purposes","for the"
"the purposes of",6,"of","the purposes"
"yet i can't",6,"can't","yet i"
"the decline in",6,"in","the decline"
"be strong and",6,"and","be strong"
"under the age",6,"age","under the"
"i was such",6,"such","i was"
"believe in god",6,"god","believe in"
"body and soul",6,"soul","body and"
"from los angeles",6,"angeles","from los"
"lot better than",6,"than","lot better"
"drove up to",6,"to","drove up"
"if he didn't",6,"didn't","if he"
"going on at",6,"at","going on"
"why is my",6,"my","why is"
"arrives at the",6,"the","arrives at"
"i got one",6,"one","i got"
"on the billboard",6,"billboard","on the"
"in the finals",6,"finals","in the"
"it even better",6,"better","it even"
"stage for a",6,"a","stage for"
"give you all",6,"all","give you"
"a bit less",6,"less","a bit"
"every corner of",6,"of","every corner"
"and i already",6,"already","and i"
"actually want to",6,"to","actually want"
"for giving me",6,"me","for giving"
"giving me the",6,"the","giving me"
"me the chance",6,"chance","me the"
"to meet u",6,"u","to meet"
"and two other",6,"other","and two"
"on a bus",6,"bus","on a"
"be in charge",6,"charge","be in"
"and i cant",6,"cant","and i"
"i imagine that",6,"that","i imagine"
"is proud to",6,"to","is proud"
"room for the",6,"the","room for"
"going to cost",6,"cost","going to"
"but that's about",6,"about","but that's"
"a reality show",6,"show","a reality"
"what you're thinking",6,"thinking","what you're"
"to the corner",6,"corner","to the"
"it was determined",6,"determined","it was"
"us to go",6,"go","us to"
"right about now",6,"now","right about"
"that said the",6,"the","that said"
"he was looking",6,"looking","he was"
"went to college",6,"college","went to"
"something was up",6,"up","something was"
"in part to",6,"to","in part"
"but still i",6,"i","but still"
"in florida and",6,"and","in florida"
"they tell us",6,"us","they tell"
"to text me",6,"me","to text"
"have been many",6,"many","have been"
"a fear of",6,"of","a fear"
"easiest way to",6,"to","easiest way"
"is to put",6,"put","is to"
"fun it was",6,"was","fun it"
"you don't follow",6,"follow","you don't"
"the playing field",6,"field","the playing"
"from one side",6,"side","from one"
"for st louis",6,"louis","for st"
"help spread the",6,"the","help spread"
"should be very",6,"very","should be"
"you get more",6,"more","you get"
"the story about",6,"about","the story"
"have right now",6,"now","have right"
"but now the",6,"the","but now"
"be careful not",6,"not","be careful"
"it was better",6,"better","it was"
